cod_uni;cod_curso;nombre_curso;nota
11;0882;Turismo-Marketing (Aranjuez) ;10,054
11;0751;Administración y Dirección de Empresas ;5,000
11;0844;Administración y Dirección de Empresas (Inglés) ;5,000
11;0847;Dirección y Gestión de Empresas en el Ámbito Digital ;5,000
11;0753;Marketing ;5,000
11;0923;Marketing (Inglés) ;5,000
11;0754;Publicidad y Relaciones Públicas ;5,000
11;0750;Administración y Dirección de Empresas ;5,000
11;0888;Administración y Dirección de Empresas-Derecho ;5,000
11;0795;Criminología ;5,000
11;0889;Criminología-Derecho ;5,000
11;0846;Derecho ;5,000
11;0752;Marketing ;5,000
11;0790;Artes Escénicas-Interpretación ;5,000
11;0792;Bellas Artes ;5,000
11;0793;Cinematografía y Artes Audiovisuales ;5,000
11;0791;Composición de Músicas Contemporáneas ;5,000
11;0794;Fotografía ;5,000
11;0796;Administración y Dirección de Empresas ;5,000
11;0839;Administración y Dirección de Empresas ;5,000
11;0840;Administración y Dirección de Empresas (A Distancia) ;5,000
11;0841;Derecho ;5,000
11;0842;Derecho (Semipresencial) ;5,000
11;0924;Protocolo, Organización de Eventos y Comunicación Corporativa ;5,000
11;0897;Derecho ;5,000
