Fecha Desde; Fecha Hasta; Código Variedad; Descripción Variedad; Origen; Descripción Origen; Kilos; Precio Más Frecuente; Precio Máximo; Precio Mínimo
20190101;20190131;CA 0101; VACUNO CANAL             ;6; BADAJOZ             ;10000;4,25;4,25;4,25
20190101;20190131;CA 0101; VACUNO CANAL             ;8; BARCELONA           ;19660;4,25;4,25;4,25
20190101;20190131;CA 0101; VACUNO CANAL             ;10; CACERES             ;1300530;4,25;4,26;4,23
20190101;20190131;CA 0101; VACUNO CANAL             ;16; CUENCA              ;22600;4,25;4,25;4,25
20190101;20190131;CA 0101; VACUNO CANAL             ;27; LUGO                ;33547;4,25;4,26;4,23
20190101;20190131;CA 0101; VACUNO CANAL             ;28; MADRID              ;669180;4,25;4,26;4,23
20190101;20190131;CA 0101; VACUNO CANAL             ;31; NAVARRA             ;22100;4,25;4,25;4,25
20190101;20190131;CA 0101; VACUNO CANAL             ;32; ORENSE              ;8500;4,25;4,25;4,25
20190101;20190131;CA 0101; VACUNO CANAL             ;36; PONTEVEDRA          ;77140;4,26;4,26;4,25
20190101;20190131;CA 0101; VACUNO CANAL             ;37; SALAMANCA           ;113436;4,25;4,26;4,23
20190101;20190131;CA 0101; VACUNO CANAL             ;40; SEGOVIA             ;2900;4,25;4,25;4,25
20190101;20190131;CA 0101; VACUNO CANAL             ;41; SEVILLA             ;2400;4,25;4,25;4,25
20190101;20190131;CA 0101; VACUNO CANAL             ;45; TOLEDO              ;822120;4,25;4,26;4,23
20190101;20190131;CA 0101; VACUNO CANAL             ;46; VALENCIA            ;13360;4,26;4,26;4,26
20190101;20190131;CA 0101; VACUNO CANAL             ;47; VALLADOLID          ;13360;4,26;4,26;4,26
20190101;20190131;CA 0101; VACUNO CANAL             ;49; ZAMORA              ;13660;4,26;4,26;4,26
20190101;20190131;CA 0101; VACUNO CANAL             ;50; ZARAGOZA            ;18440;4,25;4,25;4,25
20190101;20190131;CA 0101; VACUNO CANAL             ;54; POLONIA             ;362480;4,25;4,26;4,23
20190101;20190131;CA 0101; VACUNO CANAL             ;60; FRANCIA             ;60600;4,25;4,26;4,25
20190101;20190131;CA 0101; VACUNO CANAL             ;61; ALEMANIA            ;114960;4,25;4,26;4,23
20190101;20190131;CA 0101; VACUNO CANAL             ;62; ITALIA              ;17320;4,26;4,26;4,26
20190101;20190131;CA 0101; VACUNO CANAL             ;63; GRAN BRETAÑA        ;17240;4,25;4,25;4,25
20190101;20190131;CA 0101; VACUNO CANAL             ;64; BELGICA             ;71600;4,26;4,26;4,26
20190101;20190131;CA 0101; VACUNO CANAL             ;65; HOLANDA             ;611409;4,25;4,26;4,23
20190101;20190131;CA 0101; VACUNO CANAL             ;67; IRLANDA             ;76660;4,25;4,26;4,25
20190101;20190131;CA 0101; VACUNO CANAL             ;69; PORTUGAL            ;13300;4,25;4,25;4,25
20190101;20190131;CA 0101; VACUNO CANAL             ;70; DINAMARCA           ;14300;4,25;4,25;4,25
20190101;20190131;CA 0101; VACUNO CANAL             ;81; AUSTRIA             ;120120;4,26;4,26;4,25
20190101;20190131;CA 0207; VACUNO DESPIECE AÑOJO    ;3; ALICANTE            ;8960;9,82;9,82;9,82
20190101;20190131;CA 0207; VACUNO DESPIECE AÑOJO    ;8; BARCELONA           ;41246;9,93;10,14;9,55
20190101;20190131;CA 0207; VACUNO DESPIECE AÑOJO    ;10; CACERES             ;51144;9,79;10,14;9,55
20190101;20190131;CA 0207; VACUNO DESPIECE AÑOJO    ;17; GERONA              ;8750;9,69;9,82;9,55
20190101;20190131;CA 0207; VACUNO DESPIECE AÑOJO    ;20; GUIPUZCOA           ;7410;10,14;10,14;10,14
20190101;20190131;CA 0207; VACUNO DESPIECE AÑOJO    ;23; JAEN                ;13760;9,73;9,82;9,55
20190101;20190131;CA 0207; VACUNO DESPIECE AÑOJO    ;27; LUGO                ;18770;9,73;9,98;9,55
20190101;20190131;CA 0207; VACUNO DESPIECE AÑOJO    ;28; MADRID              ;47090;9,77;10,14;9,55
20190101;20190131;CA 0207; VACUNO DESPIECE AÑOJO    ;32; ORENSE              ;2850;9,98;9,98;9,98
20190101;20190131;CA 0207; VACUNO DESPIECE AÑOJO    ;33; ASTURIAS            ;10500;9,85;10,14;9,55
20190101;20190131;CA 0207; VACUNO DESPIECE AÑOJO    ;36; PONTEVEDRA          ;18300;9,77;9,98;9,55
20190101;20190131;CA 0207; VACUNO DESPIECE AÑOJO    ;45; TOLEDO              ;39340;9,89;10,14;9,55
20190101;20190131;CA 0207; VACUNO DESPIECE AÑOJO    ;47; VALLADOLID          ;10720;9,55;9,55;9,55
20190101;20190131;CA 0207; VACUNO DESPIECE AÑOJO    ;50; ZARAGOZA            ;4850;9,98;9,98;9,98
20190101;20190131;CA 0207; VACUNO DESPIECE AÑOJO    ;54; POLONIA             ;92600;9,76;10,14;9,55
20190101;20190131;CA 0207; VACUNO DESPIECE AÑOJO    ;60; FRANCIA             ;5880;10,14;10,14;10,14
20190101;20190131;CA 0207; VACUNO DESPIECE AÑOJO    ;61; ALEMANIA            ;43920;9,81;10,14;9,55
20190101;20190131;CA 0207; VACUNO DESPIECE AÑOJO    ;64; BELGICA             ;26662;9,94;9,98;9,82
20190101;20190131;CA 0207; VACUNO DESPIECE AÑOJO    ;65; HOLANDA             ;191110;9,81;10,14;9,55
20190101;20190131;CA 0207; VACUNO DESPIECE AÑOJO    ;70; DINAMARCA           ;42490;9,69;9,98;9,55
20190101;20190131;CA 0207; VACUNO DESPIECE AÑOJO    ;81; AUSTRIA             ;54630;9,64;9,98;9,55
20190101;20190131;CA 0208; VACUNO DESPIECE VACA     ;3; ALICANTE            ;8960;8,62;8,62;8,62
20190101;20190131;CA 0208; VACUNO DESPIECE VACA     ;8; BARCELONA           ;41246;8,75;8,94;8,3
20190101;20190131;CA 0208; VACUNO DESPIECE VACA     ;10; CACERES             ;51144;8,58;8,94;8,3
20190101;20190131;CA 0208; VACUNO DESPIECE VACA     ;17; GERONA              ;8750;8,46;8,62;8,3
20190101;20190131;CA 0208; VACUNO DESPIECE VACA     ;20; GUIPUZCOA           ;7410;8,94;8,94;8,94
20190101;20190131;CA 0208; VACUNO DESPIECE VACA     ;23; JAEN                ;13760;8,51;8,62;8,3
20190101;20190131;CA 0208; VACUNO DESPIECE VACA     ;27; LUGO                ;18770;8,51;8,83;8,3
20190101;20190131;CA 0208; VACUNO DESPIECE VACA     ;28; MADRID              ;47090;8,56;8,94;8,3
20190101;20190131;CA 0208; VACUNO DESPIECE VACA     ;32; ORENSE              ;2850;8,83;8,83;8,83
20190101;20190131;CA 0208; VACUNO DESPIECE VACA     ;33; ASTURIAS            ;10500;8,62;8,94;8,3
20190101;20190131;CA 0208; VACUNO DESPIECE VACA     ;36; PONTEVEDRA          ;18300;8,57;8,83;8,3
20190101;20190131;CA 0208; VACUNO DESPIECE VACA     ;45; TOLEDO              ;39340;8,69;8,94;8,3
20190101;20190131;CA 0208; VACUNO DESPIECE VACA     ;47; VALLADOLID          ;10720;8,3;8,3;8,3
20190101;20190131;CA 0208; VACUNO DESPIECE VACA     ;50; ZARAGOZA            ;4850;8,83;8,83;8,83
20190101;20190131;CA 0208; VACUNO DESPIECE VACA     ;54; POLONIA             ;92600;8,54;8,94;8,3
20190101;20190131;CA 0208; VACUNO DESPIECE VACA     ;60; FRANCIA             ;5880;8,94;8,94;8,94
20190101;20190131;CA 0208; VACUNO DESPIECE VACA     ;61; ALEMANIA            ;43920;8,6;8,94;8,3
20190101;20190131;CA 0208; VACUNO DESPIECE VACA     ;64; BELGICA             ;26662;8,78;8,83;8,62
20190101;20190131;CA 0208; VACUNO DESPIECE VACA     ;65; HOLANDA             ;191110;8,61;8,94;8,3
20190101;20190131;CA 0208; VACUNO DESPIECE VACA     ;70; DINAMARCA           ;42490;8,47;8,83;8,3
20190101;20190131;CA 0208; VACUNO DESPIECE VACA     ;81; AUSTRIA             ;54630;8,41;8,83;8,3
20190101;20190131;CA 0301; VACUNO CASQUERIA         ;10; CACERES             ;7700;2,05;2,05;2,05
20190101;20190131;CA 0301; VACUNO CASQUERIA         ;23; JAEN                ;8000;2,05;2,05;2,05
20190101;20190131;CA 0501; VACUNO ELABORADO         ;9; BURGOS              ;3420;0;0;0
20190101;20190131;CA 0501; VACUNO ELABORADO         ;40; SEGOVIA             ;8300;0;0;0
20190101;20190131;CA 0601; VACUNO PRECOCINADO       ;10; CACERES             ;20800;0;0;0
20190101;20190131;CB 0101; OVINO CANAL              ;6; BADAJOZ             ;29395;6,72;7,02;6,42
20190101;20190131;CB 0101; OVINO CANAL              ;10; CACERES             ;31152;6,97;7,22;6,62
20190101;20190131;CB 0101; OVINO CANAL              ;24; LEON                ;5050;6,97;7,22;6,42
20190101;20190131;CB 0101; OVINO CANAL              ;31; NAVARRA             ;8400;6,95;7,22;6,62
20190101;20190131;CB 0101; OVINO CANAL              ;45; TOLEDO              ;1125;6,62;6,62;6,62
20190101;20190131;CB 0101; OVINO CANAL              ;49; ZAMORA              ;57761;6,65;7,02;6,42
20190101;20190131;CB 0101; OVINO CANAL              ;62; ITALIA              ;34180;6,95;7,22;6,62
20190101;20190131;CB 0201; OVINO DESPIECE           ;6; BADAJOZ             ;5069;7,57;7,77;7,37
20190101;20190131;CB 0201; OVINO DESPIECE           ;24; LEON                ;2618;7,47;7,57;7,37
20190101;20190131;CB 0201; OVINO DESPIECE           ;49; ZAMORA              ;13080;7,77;7,97;7,57
20190101;20190131;CB 0301; OVINO CASQUERIA          ;10; CACERES             ;10300;1,5;1,5;1,5
20190101;20190131;CB 0501; OVINO ELABORADO          ;9; BURGOS              ;12500;0;0;0
20190101;20190131;CB 0501; OVINO ELABORADO          ;33; ASTURIAS            ;3900;0;0;0
20190101;20190131;CC 0101; PORCINO CANAL            ;5; AVILA               ;3780;2,05;2,05;2,05
20190101;20190131;CC 0101; PORCINO CANAL            ;8; BARCELONA           ;1600;2,05;2,05;2,05
20190101;20190131;CC 0101; PORCINO CANAL            ;16; CUENCA              ;22800;2,05;2,05;2,05
20190101;20190131;CC 0101; PORCINO CANAL            ;17; GERONA              ;12300;2,05;2,05;2,05
20190101;20190131;CC 0101; PORCINO CANAL            ;28; MADRID              ;7100;2,05;2,05;2,05
20190101;20190131;CC 0101; PORCINO CANAL            ;37; SALAMANCA           ;30200;2,05;2,05;2,05
20190101;20190131;CC 0101; PORCINO CANAL            ;45; TOLEDO              ;26040;2,05;2,05;2,05
20190101;20190131;CC 0101; PORCINO CANAL            ;50; ZARAGOZA            ;1299052;2,05;2,05;2,05
20190101;20190131;CC 0101; PORCINO CANAL            ;62; ITALIA              ;22600;2,05;2,05;2,05
20190101;20190131;CC 0201; PORCINO DESPIECE         ;5; AVILA               ;6400;2,94;2,94;2,94
20190101;20190131;CC 0201; PORCINO DESPIECE         ;9; BURGOS              ;47746;2,94;2,94;2,94
20190101;20190131;CC 0201; PORCINO DESPIECE         ;16; CUENCA              ;242640;2,94;2,94;2,94
20190101;20190131;CC 0201; PORCINO DESPIECE         ;17; GERONA              ;9000;2,94;2,94;2,94
20190101;20190131;CC 0201; PORCINO DESPIECE         ;24; LEON                ;14050;2,94;2,94;2,94
20190101;20190131;CC 0201; PORCINO DESPIECE         ;28; MADRID              ;152840;2,94;2,94;2,94
20190101;20190131;CC 0201; PORCINO DESPIECE         ;29; MALAGA              ;11820;2,94;2,94;2,94
20190101;20190131;CC 0201; PORCINO DESPIECE         ;30; MURCIA              ;8220;2,94;2,94;2,94
20190101;20190131;CC 0201; PORCINO DESPIECE         ;37; SALAMANCA           ;65440;2,94;2,94;2,94
20190101;20190131;CC 0201; PORCINO DESPIECE         ;50; ZARAGOZA            ;31100;2,94;2,94;2,94
20190101;20190131;CC 0201; PORCINO DESPIECE         ;54; POLONIA             ;3100;2,94;2,94;2,94
20190101;20190131;CC 0301; PORCINO CASQUERIA        ;16; CUENCA              ;5980;0,79;0,79;0,79
20190101;20190131;CC 0301; PORCINO CASQUERIA        ;45; TOLEDO              ;14220;0,79;0,79;0,79
20190101;20190131;CC 0501; PORCINO ELABORADO        ;8; BARCELONA           ;61518;0;0;0
20190101;20190131;CC 0501; PORCINO ELABORADO        ;9; BURGOS              ;119775;0;0;0
20190101;20190131;CC 0501; PORCINO ELABORADO        ;16; CUENCA              ;4620;0;0;0
20190101;20190131;CC 0501; PORCINO ELABORADO        ;17; GERONA              ;34280;0;0;0
20190101;20190131;CC 0501; PORCINO ELABORADO        ;18; GRANADA             ;21800;0;0;0
20190101;20190131;CC 0501; PORCINO ELABORADO        ;24; LEON                ;7140;0;0;0
20190101;20190131;CC 0501; PORCINO ELABORADO        ;25; LERIDA              ;43860;0;0;0
20190101;20190131;CC 0501; PORCINO ELABORADO        ;27; LUGO                ;23400;0;0;0
20190101;20190131;CC 0501; PORCINO ELABORADO        ;28; MADRID              ;19300;0;0;0
20190101;20190131;CC 0501; PORCINO ELABORADO        ;30; MURCIA              ;37540;0;0;0
20190101;20190131;CC 0501; PORCINO ELABORADO        ;31; NAVARRA             ;10800;0;0;0
20190101;20190131;CC 0501; PORCINO ELABORADO        ;33; ASTURIAS            ;53000;0;0;0
20190101;20190131;CC 0501; PORCINO ELABORADO        ;37; SALAMANCA           ;215240;0;0;0
20190101;20190131;CC 0501; PORCINO ELABORADO        ;40; SEGOVIA             ;8526;0;0;0
20190101;20190131;CC 0501; PORCINO ELABORADO        ;43; TARRAGONA           ;9300;0;0;0
20190101;20190131;CC 0501; PORCINO ELABORADO        ;45; TOLEDO              ;102120;0;0;0
20190101;20190131;CC 0501; PORCINO ELABORADO        ;50; ZARAGOZA            ;61520;0;0;0
20190101;20190131;CC 0601; PORCINO PRECOCINADO      ;8; BARCELONA           ;39720;0;0;0
20190101;20190131;CE 0101; HUEVOS                   ;19; GUADALAJARA         ;24700;1,1;1,52;0,93
20190101;20190131;CE 0101; HUEVOS                   ;27; LUGO                ;40440;1,08;1,52;0,93
20190101;20190131;CE 0101; HUEVOS                   ;33; ASTURIAS            ;18660;1,08;1,52;0,93
20190101;20190131;CE 0101; HUEVOS                   ;40; SEGOVIA             ;45960;1,09;1,52;0,93
20190101;20190131;CE 0201; POLLO                    ;1; ALAVA               ;83100;1,69;2,25;1,69
20190101;20190131;CE 0201; POLLO                    ;3; ALICANTE            ;109464;1,69;2,25;1,69
20190101;20190131;CE 0201; POLLO                    ;6; BADAJOZ             ;5040;1,69;1,79;1,69
20190101;20190131;CE 0201; POLLO                    ;9; BURGOS              ;50778;1,69;2,25;1,69
20190101;20190131;CE 0201; POLLO                    ;24; LEON                ;166600;1,69;2,25;1,69
20190101;20190131;CE 0201; POLLO                    ;25; LERIDA              ;43040;1,69;2,25;1,69
20190101;20190131;CE 0201; POLLO                    ;27; LUGO                ;9480;1,69;1,79;1,69
20190101;20190131;CE 0201; POLLO                    ;28; MADRID              ;94800;1,69;2,25;1,69
20190101;20190131;CE 0201; POLLO                    ;30; MURCIA              ;1000;1,69;2,25;1,69
20190101;20190131;CE 0201; POLLO                    ;31; NAVARRA             ;200700;1,69;2,25;1,69
20190101;20190131;CE 0201; POLLO                    ;32; ORENSE              ;208330;1,69;2,25;1,69
20190101;20190131;CE 0201; POLLO                    ;40; SEGOVIA             ;14383;1,69;2,25;1,69
20190101;20190131;CE 0201; POLLO                    ;41; SEVILLA             ;80320;1,69;2,25;1,69
20190101;20190131;CE 0201; POLLO                    ;42; SORIA               ;1500;1,69;1,79;1,69
20190101;20190131;CE 0201; POLLO                    ;45; TOLEDO              ;29800;1,69;2,25;1,69
20190101;20190131;CE 0201; POLLO                    ;46; VALENCIA            ;6740;1,69;1,79;1,69
20190101;20190131;CE 0201; POLLO                    ;47; VALLADOLID          ;281060;1,69;2,25;1,69
20190101;20190131;CE 0201; POLLO                    ;50; ZARAGOZA            ;15840;1,69;1,79;1,69
20190101;20190131;CE 0201; POLLO                    ;60; FRANCIA             ;38140;1,69;2,25;1,69
20190101;20190131;CE 0201; POLLO                    ;65; HOLANDA             ;18180;1,69;2,25;1,69
20190101;20190131;CE 0201; POLLO                    ;69; PORTUGAL            ;14620;1,69;1,79;1,69
20190101;20190131;CE 0301; PAVO                     ;1; ALAVA               ;10500;3,3;4,05;2,85
20190101;20190131;CE 0301; PAVO                     ;3; ALICANTE            ;8000;3,15;5,79;2,85
20190101;20190131;CE 0301; PAVO                     ;5; AVILA               ;23820;3,23;5,79;2,85
20190101;20190131;CE 0301; PAVO                     ;41; SEVILLA             ;234550;3,19;5,79;2,85
20190101;20190131;CE 0301; PAVO                     ;43; TARRAGONA           ;300;3,15;5,79;2,85
20190101;20190131;CE 0601; CONEJO                   ;32; ORENSE              ;14660;4,89;5,6;4,89
20190101;20190131;CE 0601; CONEJO                   ;36; PONTEVEDRA          ;30460;4,89;5,6;4,89
20190101;20190131;CE 0901; AVICOLA ELABORADO        ;5; AVILA               ;1800;0;0;0
20190101;20190131;CE 0901; AVICOLA ELABORADO        ;25; LERIDA              ;10500;0;0;0
20190101;20190131;CE 0901; AVICOLA ELABORADO        ;50; ZARAGOZA            ;35943;0;0;0
20190101;20190131;CG 0101; VACUNO CANAL             ;6; BADAJOZ             ;12400;4,23;4,23;4,23
20190101;20190131;CG 0101; VACUNO CANAL             ;10; CACERES             ;12000;4,23;4,23;4,23
20190101;20190131;CG 0101; VACUNO CANAL             ;28; MADRID              ;3000;4,23;4,23;4,23
20190101;20190131;CG 0101; VACUNO CANAL             ;45; TOLEDO              ;9320;4,23;4,23;4,23
20190101;20190131;CG 0101; VACUNO CANAL             ;61; ALEMANIA            ;3000;4,23;4,23;4,23
20190101;20190131;CG 0101; VACUNO CANAL             ;67; IRLANDA             ;22900;4,23;4,23;4,23
20190101;20190131;CG 0101; VACUNO CANAL             ;70; DINAMARCA           ;3300;4,23;4,23;4,23
20190101;20190131;CG 0201; VACUNO DESPIECE          ;6; BADAJOZ             ;3400;0;0;0
20190101;20190131;CG 0201; VACUNO DESPIECE          ;8; BARCELONA           ;28660;0;0;0
20190101;20190131;CG 0201; VACUNO DESPIECE          ;9; BURGOS              ;42480;0;0;0
20190101;20190131;CG 0201; VACUNO DESPIECE          ;10; CACERES             ;27300;0;0;0
20190101;20190131;CG 0201; VACUNO DESPIECE          ;16; CUENCA              ;23000;0;0;0
20190101;20190131;CG 0201; VACUNO DESPIECE          ;17; GERONA              ;17120;0;0;0
20190101;20190131;CG 0201; VACUNO DESPIECE          ;20; GUIPUZCOA           ;10000;0;0;0
20190101;20190131;CG 0201; VACUNO DESPIECE          ;23; JAEN                ;22900;0;0;0
20190101;20190131;CG 0201; VACUNO DESPIECE          ;25; LERIDA              ;9900;0;0;0
20190101;20190131;CG 0201; VACUNO DESPIECE          ;27; LUGO                ;11520;0;0;0
20190101;20190131;CG 0201; VACUNO DESPIECE          ;28; MADRID              ;15950;0;0;0
20190101;20190131;CG 0201; VACUNO DESPIECE          ;33; ASTURIAS            ;49260;0;0;0
20190101;20190131;CG 0201; VACUNO DESPIECE          ;36; PONTEVEDRA          ;22180;0;0;0
20190101;20190131;CG 0201; VACUNO DESPIECE          ;46; VALENCIA            ;78500;0;0;0
20190101;20190131;CG 0201; VACUNO DESPIECE          ;47; VALLADOLID          ;3600;0;0;0
20190101;20190131;CG 0201; VACUNO DESPIECE          ;48; VIZCAYA             ;18620;0;0;0
20190101;20190131;CG 0201; VACUNO DESPIECE          ;50; ZARAGOZA            ;19020;0;0;0
20190101;20190131;CG 0201; VACUNO DESPIECE          ;54; POLONIA             ;34500;0;0;0
20190101;20190131;CG 0201; VACUNO DESPIECE          ;60; FRANCIA             ;38060;0;0;0
20190101;20190131;CG 0201; VACUNO DESPIECE          ;61; ALEMANIA            ;44420;0;0;0
20190101;20190131;CG 0201; VACUNO DESPIECE          ;62; ITALIA              ;39340;0;0;0
20190101;20190131;CG 0201; VACUNO DESPIECE          ;63; GRAN BRETAÑA        ;7740;0;0;0
20190101;20190131;CG 0201; VACUNO DESPIECE          ;64; BELGICA             ;24420;0;0;0
20190101;20190131;CG 0201; VACUNO DESPIECE          ;65; HOLANDA             ;125170;0;0;0
20190101;20190131;CG 0201; VACUNO DESPIECE          ;70; DINAMARCA           ;63860;0;0;0
20190101;20190131;CG 0201; VACUNO DESPIECE          ;81; AUSTRIA             ;3500;0;0;0
20190101;20190131;CG 0301; VACUNO CASQUERIA         ;28; MADRID              ;1250;2,05;2,05;2,05
20190101;20190131;CG 0301; VACUNO CASQUERIA         ;45; TOLEDO              ;1500;2,05;2,05;2,05
20190101;20190131;CH 0101; OVINO CANAL              ;49; ZAMORA              ;4800;0;0;0
20190101;20190131;CH 0201; OVINO DESPIECE CONG.     ;28; MADRID              ;3250;0;0;0
20190101;20190131;CH 0201; OVINO DESPIECE CONG.     ;45; TOLEDO              ;23360;0;0;0
20190101;20190131;CH 0201; OVINO DESPIECE CONG.     ;48; VIZCAYA             ;16140;0;0;0
20190101;20190131;CH 0201; OVINO DESPIECE CONG.     ;65; HOLANDA             ;19200;0;0;0
20190101;20190131;CH 0301; OVINO CASQUERIA          ;28; MADRID              ;1250;0;0;0
20190101;20190131;CH 0301; OVINO CASQUERIA          ;45; TOLEDO              ;36680;0;0;0
20190101;20190131;CI 0101; PORCINO CANAL            ;45; TOLEDO              ;38500;0;0;0
20190101;20190131;CI 0201; PORCINO DESPIECE CONG.   ;8; BARCELONA           ;132160;0;0;0
20190101;20190131;CI 0201; PORCINO DESPIECE CONG.   ;10; CACERES             ;19400;0;0;0
20190101;20190131;CI 0201; PORCINO DESPIECE CONG.   ;16; CUENCA              ;310190;0;0;0
20190101;20190131;CI 0201; PORCINO DESPIECE CONG.   ;17; GERONA              ;21600;0;0;0
20190101;20190131;CI 0201; PORCINO DESPIECE CONG.   ;23; JAEN                ;16400;0;0;0
20190101;20190131;CI 0201; PORCINO DESPIECE CONG.   ;28; MADRID              ;1250;0;0;0
20190101;20190131;CI 0201; PORCINO DESPIECE CONG.   ;37; SALAMANCA           ;11236;0;0;0
20190101;20190131;CI 0201; PORCINO DESPIECE CONG.   ;45; TOLEDO              ;47340;0;0;0
20190101;20190131;CI 0201; PORCINO DESPIECE CONG.   ;46; VALENCIA            ;94700;0;0;0
20190101;20190131;CI 0201; PORCINO DESPIECE CONG.   ;50; ZARAGOZA            ;31220;0;0;0
20190101;20190131;CI 0201; PORCINO DESPIECE CONG.   ;63; GRAN BRETAÑA        ;19400;0;0;0
20190101;20190131;CI 0301; PORCINO CASQUERIA        ;16; CUENCA              ;146860;0;0;0
20190101;20190131;CI 0301; PORCINO CASQUERIA        ;28; MADRID              ;1250;0;0;0
20190101;20190131;CI 0301; PORCINO CASQUERIA        ;37; SALAMANCA           ;3000;0;0;0
20190101;20190131;CI 0301; PORCINO CASQUERIA        ;45; TOLEDO              ;518260;0;0;0
20190101;20190131;CK 0101; POLLO                    ;8; BARCELONA           ;14350;2,14;2,35;1,94
20190101;20190131;CK 0101; POLLO                    ;9; BURGOS              ;12000;2,14;2,35;1,94
20190101;20190131;CK 0101; POLLO                    ;28; MADRID              ;23680;2,14;2,35;1,94
20190101;20190131;CK 0101; POLLO                    ;40; SEGOVIA             ;11160;2,14;2,35;1,94
20190101;20190131;CK 0101; POLLO                    ;41; SEVILLA             ;16600;2,14;2,35;1,94
20190101;20190131;CK 0101; POLLO                    ;45; TOLEDO              ;37550;2,14;2,35;1,94
20190101;20190131;CK 0101; POLLO                    ;47; VALLADOLID          ;15200;2,14;2,35;1,94
20190101;20190131;CK 0101; POLLO                    ;60; FRANCIA             ;7780;2,14;2,35;1,94
20190101;20190131;CK 0201; PAVO                     ;45; TOLEDO              ;3750;3,59;4,25;3,52
20190101;20190131;CK 0501; CONEJO                   ;47; VALLADOLID          ;50600;4,75;4,8;4,75
20190101;20190131;F1 0102; AGUACATE HASS            ;4; ALMERIA             ;1344;3,7;4,25;1,7
20190101;20190131;F1 0102; AGUACATE HASS            ;18; GRANADA             ;38210;3,68;4,25;1,7
20190101;20190131;F1 0102; AGUACATE HASS            ;29; MALAGA              ;506940;3,63;4,4;1,5
20190101;20190131;F1 0102; AGUACATE HASS            ;73; COLOMBIA            ;100840;3,63;4,4;1,5
20190101;20190131;F1 0102; AGUACATE HASS            ;77; PERU                ;55300;3,7;4,25;1,7
20190101;20190131;F1 0102; AGUACATE HASS            ;87; ISRAEL              ;25180;3,6;4,4;1,5
20190101;20190131;F1 0102; AGUACATE HASS            ;92; CHILE               ;297760;3,63;4,4;1,5
20190101;20190131;F1 0102; AGUACATE HASS            ;95; MEJICO              ;372200;3,61;4,4;1,5
20190101;20190131;F1 0203; ALBARICOQUE COMUN        ;91; SUDAFRICA           ;4000;5,5;6;3
20190101;20190131;F1 0402; CAQUI ROJO BRILLANTE     ;3; ALICANTE            ;27342;1,4;1,6;0,5
20190101;20190131;F1 0402; CAQUI ROJO BRILLANTE     ;4; ALMERIA             ;13063;1,4;1,6;0,5
20190101;20190131;F1 0402; CAQUI ROJO BRILLANTE     ;12; CASTELLON           ;119560;1,4;1,6;0,5
20190101;20190131;F1 0402; CAQUI ROJO BRILLANTE     ;21; HUELVA              ;60388;1,4;1,6;0,5
20190101;20190131;F1 0402; CAQUI ROJO BRILLANTE     ;29; MALAGA              ;21560;1,4;1,6;0,5
20190101;20190131;F1 0402; CAQUI ROJO BRILLANTE     ;30; MURCIA              ;169226;1,32;1,6;0,35
20190101;20190131;F1 0402; CAQUI ROJO BRILLANTE     ;46; VALENCIA            ;957203;1,34;1,6;0,35
20190101;20190131;F1 0403; CAQUI SHARON             ;3; ALICANTE            ;558;1,23;1,5;0,85
20190101;20190131;F1 0403; CAQUI SHARON             ;4; ALMERIA             ;267;1,33;1,5;0,85
20190101;20190131;F1 0403; CAQUI SHARON             ;12; CASTELLON           ;2440;1,29;1,5;0,85
20190101;20190131;F1 0403; CAQUI SHARON             ;21; HUELVA              ;1232;1,31;1,5;0,85
20190101;20190131;F1 0403; CAQUI SHARON             ;29; MALAGA              ;440;1,25;1,25;0,85
20190101;20190131;F1 0403; CAQUI SHARON             ;30; MURCIA              ;3454;1,3;1,5;0,6
20190101;20190131;F1 0403; CAQUI SHARON             ;46; VALENCIA            ;19536;1,29;1,5;0,6
20190101;20190131;F1 0501; CASTAÑA NACIONAL         ;2; ALBACETE            ;7700;2,5;3,8;1,5
20190101;20190131;F1 0501; CASTAÑA NACIONAL         ;6; BADAJOZ             ;26120;2,5;3,8;1,5
20190101;20190131;F1 0501; CASTAÑA NACIONAL         ;10; CACERES             ;33020;2,5;3,8;1,5
20190101;20190131;F1 0501; CASTAÑA NACIONAL         ;15; LA CORUÑA           ;5800;2,5;3,8;1,5
20190101;20190131;F1 0501; CASTAÑA NACIONAL         ;24; LEON                ;89120;2,35;3,8;1,5
20190101;20190131;F1 0501; CASTAÑA NACIONAL         ;27; LUGO                ;1720;2,5;3,8;1,5
20190101;20190131;F1 0501; CASTAÑA NACIONAL         ;32; ORENSE              ;9480;2,42;3,8;1,5
20190101;20190131;F1 0501; CASTAÑA NACIONAL         ;36; PONTEVEDRA          ;3000;2;3,5;1,7
20190101;20190131;F1 0501; CASTAÑA NACIONAL         ;50; ZARAGOZA            ;10000;2,25;2,8;1,8
20190101;20190131;F1 0501; CASTAÑA NACIONAL         ;69; PORTUGAL            ;6220;2,5;3,8;1,5
20190101;20190131;F1 0501; CASTAÑA NACIONAL         ;122; CHINA               ;17470;2,33;3,8;1,5
20190101;20190131;F1 0601; CEREZAS O.V.             ;71; ARGENTINA           ;15760;6,67;13;4
20190101;20190131;F1 0601; CEREZAS O.V.             ;92; CHILE               ;51300;6,25;13;3,5
20190101;20190131;F1 0708; CIRUELAS MORADAS         ;91; SUDAFRICA           ;117970;2,49;5;1
