Matricula;NumEmt;Marca;Modelo;Version;Combustible;ClasEcol;Plataforma;Plazas;Falta;Fbaja
M6306WK;3750;MAN;14220 HOCL ;1;Di‚sel;Euro II;;70;25/08/1998;21/04/2009
M6307WK;3751;MAN;14220 HOCL ;;Di‚sel;;;70;25/08/1998;16/09/2008
M6309WK;3753;MAN;14220 HOCL ;1;Di‚sel;Euro II;;70;25/08/1998;23/04/2009
M6310WK;3754;MAN;14220 HOCL ;;Di‚sel;;;70;25/08/1998;16/09/2008
M9319WJ;3745;MAN;14220 HOCL ;1;Di‚sel;Euro II;;70;19/08/1998;14/04/2009
M9320WJ;3746;MAN;14220 HOCL ;;Di‚sel;;;70;19/08/1998;02/10/2008
M9321WJ;3747;MAN;14220 HOCL ;;Di‚sel;;;70;19/08/1998;02/10/2008
M9322WJ;3748;MAN;14220 HOCL ;;Di‚sel;;;70;19/08/1998;23/09/2008
M9323WJ;3749;MAN;14220 HOCL ;1;Di‚sel;Euro II;;70;19/08/1998;23/03/2009
M9313WJ;3739;MAN;14220 HOCL ;1;Di‚sel;Euro II;;70;11/08/1998;20/04/2009
M9314WJ;3740;MAN;14220 HOCL ;;Di‚sel;;;70;11/08/1998;12/08/2008
M9316WJ;3742;MAN;14220 HOCL ;1;Di‚sel;Euro II;;70;11/08/1998;14/04/2009
M9317WJ;3743;MAN;14220 HOCL ;1;Di‚sel;Euro II;;70;11/08/1998;14/04/2009
M9318WJ;3744;MAN;14220 HOCL ;;Di‚sel;;;70;11/08/1998;26/11/2008
M9324WJ;7727;MAN;NL ;;Di‚sel;;;80;11/08/1998;05/02/2009
M2033WJ;3734;MAN;14220 HOCL ;;Di‚sel;;;70;06/08/1998;15/01/2009
M2035WJ;3736;MAN;14220 HOCL ;;Di‚sel;;;70;06/08/1998;23/09/2008
M2036WJ;3737;MAN;14220 HOCL ;;Di‚sel;;;70;06/08/1998;19/02/2009
M2037WJ;3738;MAN;14220 HOCL ;1;Di‚sel;Euro II;;70;06/08/1998;14/04/2009
M2038WJ;6211;IVECO;Cityclass ;0;Di‚sel;Euro II;;80;05/08/1998;03/03/2011
M6387WH;6203;IVECO;Cityclass ;1;Di‚sel;Euro II;;80;05/08/1998;03/03/2011
M2022WJ;3723;MAN;14220 HOCL ;;Di‚sel;;;70;03/08/1998;16/01/2009
M2023WJ;3724;MAN;14220 HOCL ;;Di‚sel;;;70;03/08/1998;16/01/2009
M2024WJ;3725;MAN;14220 HOCL ;;Di‚sel;;;70;03/08/1998;23/01/2009
M2025WJ;3726;MAN;14220 HOCL ;;Di‚sel;;;70;03/08/1998;15/01/2009
M2026WJ;3727;MAN;14220 HOCL ;1;Di‚sel;Euro II;;70;03/08/1998;16/04/2009
M2027WJ;3728;MAN;14220 HOCL ;1;Di‚sel;Euro II;;70;03/08/1998;19/05/2009
M2028WJ;3729;MAN;14220 HOCL ;1;Di‚sel;Euro II;;70;03/08/1998;22/05/2009
M2029WJ;3730;MAN;14220 HOCL ;1;Di‚sel;Euro II;;70;03/08/1998;15/04/2009
M2030WJ;3731;MAN;14220 HOCL ;;Di‚sel;;;70;03/08/1998;19/12/2008
M2031WJ;3733;MAN;14220 HOCL ;;Di‚sel;;;70;03/08/1998;23/09/2008
M2032WJ;3732;MAN;14220 HOCL ;;Di‚sel;;;70;03/08/1998;23/09/2008
M2034WJ;3735;MAN;14220 HOCL ;1;Di‚sel;Euro II;;70;03/08/1998;08/04/2009
M2039WJ;6212;IVECO;Cityclass ;0;Di‚sel;Euro II;;80;03/08/1998;19/03/2011
M2040WJ;6213;IVECO;Cityclass ;;Di‚sel;;;80;03/08/1998;21/10/2003
M2041WJ;6214;IVECO;Cityclass ;0;Di‚sel;Euro II;;80;03/08/1998;13/04/2010
M2042WJ;6215;IVECO;Cityclass ;0;Di‚sel;Euro II;;80;03/08/1998;08/05/2009
M6386WH;6202;IVECO;Cityclass ;1;Di‚sel;Euro II;;80;03/08/1998;25/06/2009
M6394WH;6210;IVECO;Cityclass ;0;Di‚sel;Euro II;;80;03/08/1998;18/09/2010
M6384WH;6200;IVECO;Cityclass ;1;Di‚sel;Euro II;;80;29/07/1998;13/04/2010
M6385WH;6201;IVECO;Cityclass ;1;Di‚sel;Euro II;;80;29/07/1998;15/02/2011
M6388WH;6204;IVECO;Cityclass ;1;Di‚sel;Euro II;;80;29/07/1998;21/12/2010
M6389WH;6205;IVECO;Cityclass ;1;Di‚sel;Euro II;;80;29/07/1998;19/03/2011
M6390WH;6206;IVECO;Cityclass ;1;Di‚sel;Euro II;;80;29/07/1998;14/12/2010
M6391WH;6207;IVECO;Cityclass ;0;Di‚sel;Euro II;;80;29/07/1998;02/12/2010
M6392WH;6208;IVECO;Cityclass ;0;Di‚sel;Euro II;;80;29/07/1998;10/11/2009
M6393WH;6209;IVECO;Cityclass ;0;Di‚sel;Euro II;;80;29/07/1998;15/02/2011
M2025WH;3701;MAN;14220 HOCL ;;Di‚sel;;;70;27/07/1998;13/06/2006
M2026WH;3702;MAN;14220 HOCL ;;Di‚sel;;;70;27/07/1998;13/06/2006
M2027WH;3703;MAN;14220 HOCL ;;Di‚sel;;;70;27/07/1998;16/01/2007
M2028WH;3704;MAN;14220 HOCL ;;Di‚sel;;;70;27/07/1998;16/01/2007
M2029WH;3705;MAN;14220 HOCL ;;Di‚sel;;;70;27/07/1998;16/01/2007
M2030WH;3706;MAN;14220 HOCL ;;Di‚sel;;;70;27/07/1998;12/03/2007
M2031WH;3707;MAN;14220 HOCL ;;Di‚sel;;;70;27/07/1998;16/01/2007
M2032WH;3708;MAN;14220 HOCL ;;Di‚sel;;;70;27/07/1998;14/07/2008
M2033WH;3709;MAN;14220 HOCL ;;Di‚sel;;;70;27/07/1998;14/07/2008
M2034WH;3710;MAN;14220 HOCL ;;Di‚sel;;;70;27/07/1998;14/07/2008
M2035WH;3711;MAN;14220 HOCL ;;Di‚sel;;;70;27/07/1998;14/07/2008
M2036WH;3712;MAN;14220 HOCL ;;Di‚sel;;;70;27/07/1998;27/02/2007
M2037WH;3713;MAN;14220 HOCL ;;Di‚sel;;;70;27/07/1998;27/02/2007
M2038WH;3714;MAN;14220 HOCL ;;Di‚sel;;;70;27/07/1998;27/02/2007
M2039WH;3715;MAN;14220 HOCL ;;Di‚sel;;;70;27/07/1998;14/07/2008
M2040WH;3716;MAN;14220 HOCL ;;Di‚sel;;;70;27/07/1998;27/02/2007
M2041WH;3717;MAN;14220 HOCL ;;Di‚sel;;;70;27/07/1998;29/07/2008
M2042WH;3718;MAN;14220 HOCL ;;Di‚sel;;;70;27/07/1998;29/07/2008
M2043WH;3719;MAN;14220 HOCL ;;Di‚sel;;;70;27/07/1998;01/08/2008
M2044WH;3720;MAN;14220 HOCL ;;Di‚sel;;;70;27/07/1998;01/08/2008
M2045WH;3721;MAN;14220 HOCL ;;Di‚sel;;;70;27/07/1998;01/08/2008
M2046WH;3722;MAN;14220 HOCL ;;Di‚sel;;;70;27/07/1998;01/08/2008
M7831WG;6184;IVECO;Cityclass ;0;Di‚sel;Euro II;;80;20/07/1998;19/06/2010
M7832WG;6185;IVECO;Cityclass ;1;Di‚sel;Euro II;;80;20/07/1998;04/08/2010
M7833WG;6186;IVECO;Cityclass ;1;Di‚sel;Euro II;;80;20/07/1998;24/02/2011
M7834WG;6187;IVECO;Cityclass ;1;Di‚sel;Euro II;;80;20/07/1998;05/01/2011
M7835WG;6188;IVECO;Cityclass ;1;Di‚sel;Euro II;;80;20/07/1998;19/02/2011
M7836WG;6189;IVECO;Cityclass ;1;Di‚sel;Euro II;;80;20/07/1998;24/02/2011
M7837WG;6190;IVECO;Cityclass ;1;Di‚sel;Euro II;;80;20/07/1998;10/08/2009
M7838WG;6191;IVECO;Cityclass ;1;Di‚sel;Euro II;;80;20/07/1998;03/03/2011
M7839WG;6192;IVECO;Cityclass ;1;Di‚sel;Euro II;;80;20/07/1998;02/02/2011
M7840WG;6193;IVECO;Cityclass ;1;Di‚sel;Euro II;;80;20/07/1998;20/01/2011
M7841WG;6194;IVECO;Cityclass ;1;Di‚sel;Euro II;;80;20/07/1998;17/03/2011
M7842WG;6195;IVECO;Cityclass ;1;Di‚sel;Euro II;;80;20/07/1998;08/03/2011
M7843WG;6196;IVECO;Cityclass ;1;Di‚sel;Euro II;;80;20/07/1998;15/04/2011
M7844WG;6197;IVECO;Cityclass ;1;Di‚sel;Euro II;;80;20/07/1998;09/02/2011
M7845WG;6198;IVECO;Cityclass ;;Di‚sel;;;80;20/07/1998;17/12/2008
M7846WG;6199;IVECO;Cityclass ;1;Di‚sel;Euro II;;80;20/07/1998;28/01/2011
M9382WD;6181;IVECO;Cityclass ;0;Di‚sel;Euro II;;80;02/07/1998;21/12/2010
M9383WD;6182;IVECO;Cityclass ;0;Di‚sel;Euro II;;80;02/07/1998;09/02/2011
M9384WD;6183;IVECO;Cityclass ;0;Di‚sel;Euro II;;80;02/07/1998;02/06/2010
M7276WB;6168;IVECO;Cityclass ;1;Di‚sel;Euro II;;80;24/06/1998;10/06/2009
M7277WB;6174;IVECO;Cityclass ;1;Di‚sel;Euro II;;80;24/06/1998;08/01/2011
M7278WB;6169;IVECO;Cityclass ;0;Di‚sel;Euro II;;80;24/06/1998;12/06/2009
M7279WB;6170;IVECO;Cityclass ;;Di‚sel;;;80;24/06/1998;20/10/2008
M7280WB;6171;IVECO;Cityclass ;0;Di‚sel;Euro II;;80;24/06/1998;12/06/2009
M7281WB;6172;IVECO;Cityclass ;0;Di‚sel;Euro II;;80;24/06/1998;14/05/2009
M7282WB;6173;IVECO;Cityclass ;0;Di‚sel;Euro II;;80;24/06/1998;17/12/2010
M7283WB;6175;IVECO;Cityclass ;0;Di‚sel;Euro II;;80;24/06/1998;06/11/2010
M7284WB;6176;IVECO;Cityclass ;0;Di‚sel;Euro II;;80;24/06/1998;23/12/2010
M7285WB;6177;IVECO;Cityclass ;0;Di‚sel;Euro II;;80;24/06/1998;16/12/2010
M7286WB;6178;IVECO;Cityclass ;1;Di‚sel;Euro II;;80;24/06/1998;16/12/2010
M7287WB;6179;IVECO;Cityclass ;;Di‚sel;;;80;24/06/1998;29/10/2008
M7288WB;6180;IVECO;Cityclass ;1;Di‚sel;Euro II;;80;24/06/1998;08/01/2011
M9230VX;6161;IVECO;Cityclass ;0;Di‚sel;Euro II;;80;26/05/1998;05/05/2009
M9231VX;6162;IVECO;Cityclass ;0;Di‚sel;Euro II;;80;26/05/1998;03/04/2009
M9232VX;6163;IVECO;Cityclass ;0;Di‚sel;Euro II;;80;26/05/1998;03/07/2009
M9233VX;6164;IVECO;Cityclass ;0;Di‚sel;Euro II;;80;26/05/1998;04/06/2009
M9234VX;6165;IVECO;Cityclass ;0;Di‚sel;Euro II;;80;26/05/1998;05/06/2009
M9235VX;6166;IVECO;Cityclass ;1;Di‚sel;Euro II;;80;26/05/1998;08/05/2009
M9236VX;6167;IVECO;Cityclass ;0;Di‚sel;Euro II;;80;26/05/1998;10/06/2009
M2089VX;6157;IVECO;Cityclass ;;Di‚sel;;;80;18/05/1998;03/07/2008
M2090VX;6158;IVECO;Cityclass ;0;Di‚sel;Euro II;;80;18/05/1998;05/06/2009
M2091VX;6159;IVECO;Cityclass ;1;Di‚sel;Euro II;;80;18/05/1998;05/05/2009
M2092VX;6160;IVECO;Cityclass ;1;Di‚sel;Euro II;;80;18/05/1998;03/07/2009
M2093VX;3139;RENAULT;Citybus ;0;Di‚sel;Euro II;;80;18/05/1998;16/07/2010
M2094VX;3140;RENAULT;Citybus ;0;Di‚sel;Euro II;;80;18/05/1998;17/11/2010
M1271VX;3132;RENAULT;Citybus ;0;Di‚sel;Euro II;;80;13/05/1998;19/05/2010
M1272VX;3133;RENAULT;Citybus ;0;Di‚sel;Euro II;;80;13/05/1998;31/05/2010
M1273VX;3134;RENAULT;Citybus ;0;Di‚sel;Euro II;;80;13/05/1998;21/09/2009
M1274VX;3135;RENAULT;Citybus ;0;Di‚sel;Euro II;;80;13/05/1998;17/11/2010
M1275VX;3136;RENAULT;Citybus ;0;Di‚sel;Euro II;;80;13/05/1998;17/11/2010
M1276VX;3137;RENAULT;Citybus ;0;Di‚sel;Euro II;;80;13/05/1998;16/07/2010
M1277VX;3138;RENAULT;Citybus ;0;Di‚sel;Euro II;;80;13/05/1998;17/07/2010
M1278VX;6152;IVECO;Cityclass ;0;Di‚sel;Euro II;;80;13/05/1998;11/05/2009
M1279VX;6153;IVECO;Cityclass ;0;Di‚sel;Euro II;;80;13/05/1998;03/07/2009
M1280VX;6154;IVECO;Cityclass ;0;Di‚sel;Euro II;;80;13/05/1998;11/05/2009
M1281VX;6155;IVECO;Cityclass ;0;Di‚sel;Euro II;;80;13/05/1998;02/06/2009
M1282VX;6156;IVECO;Cityclass ;0;Di‚sel;Euro II;;80;13/05/1998;14/05/2009
M0978VW;3129;RENAULT;Citybus ;0;Di‚sel;Euro II;;80;06/05/1998;17/06/2009
M0973VW;3124;RENAULT;Citybus ;0;Di‚sel;Euro II;;80;04/05/1998;01/06/2010
M0974VW;3125;RENAULT;Citybus ;0;Di‚sel;Euro II;;80;04/05/1998;13/05/2010
M0975VW;3126;RENAULT;Citybus ;0;Di‚sel;Euro II;;80;04/05/1998;14/05/2010
M0976VW;3127;RENAULT;Citybus ;0;Di‚sel;Euro II;;80;04/05/1998;07/11/2010
M0977VW;3128;RENAULT;Citybus ;0;Di‚sel;Euro II;;80;04/05/1998;10/07/2010
M0979VW;3130;RENAULT;Citybus ;0;Di‚sel;Euro II;;80;04/05/1998;07/11/2010
M0980VW;3131;RENAULT;Citybus ;0;Di‚sel;Euro II;;80;04/05/1998;07/11/2010
M8407VV;3120;RENAULT;Citybus ;0;Di‚sel;Euro II;;80;04/05/1998;07/11/2010
M8408VV;3121;RENAULT;Citybus ;0;Di‚sel;Euro II;;80;04/05/1998;16/06/2010
M8409VV;3122;RENAULT;Citybus ;0;Di‚sel;Euro II;;80;04/05/1998;19/05/2010
M8410VV;3123;RENAULT;Citybus ;0;Di‚sel;Euro II;;80;04/05/1998;13/05/2010
M5849VV;6148;IVECO;Cityclass ;;Di‚sel;;;80;28/04/1998;30/06/2008
M5850VV;6149;IVECO;Cityclass ;;Di‚sel;;;80;28/04/1998;10/07/2008
M5851VV;6150;IVECO;Cityclass ;;Di‚sel;;;80;28/04/1998;29/10/2008
M5852VV;6151;IVECO;Cityclass ;;Di‚sel;;;80;28/04/1998;10/11/2008
M3177VV;6141;IVECO;Cityclass ;;Di‚sel;;;80;22/04/1998;03/07/2008
M3178VV;6142;IVECO;Cityclass ;;Di‚sel;;;80;22/04/1998;04/07/2008
M3179VV;6143;IVECO;Cityclass ;;Di‚sel;;;80;22/04/1998;04/07/2008
M3180VV;6144;IVECO;Cityclass ;;Di‚sel;;;80;22/04/1998;19/06/2008
M3181VV;6145;IVECO;Cityclass ;;Di‚sel;;;80;22/04/1998;08/07/2008
M3182VV;6146;IVECO;Cityclass ;;Di‚sel;;;80;22/04/1998;08/07/2008
M3183VV;6147;IVECO;Cityclass ;;Di‚sel;;;80;22/04/1998;08/07/2008
M9118VU;7638;MERCEDES;O/405-N2;7;Di‚sel;Euro II;;100;15/04/1998;03/11/2009
M9119VU;7639;MERCEDES;O/405-N2;;Di‚sel;;;100;15/04/1998;31/12/2008
M9120VU;7640;MERCEDES;O/405-N2;6;Di‚sel;Euro II;;100;15/04/1998;03/11/2009
M9121VU;7641;MERCEDES;O/405-N2;6;Di‚sel;Euro II;;100;15/04/1998;24/06/2010
M4462VU;6136;IVECO;Cityclass ;0;Di‚sel;Euro II;;80;08/04/1998;27/07/2009
M4463VU;6137;IVECO;Cityclass ;0;Di‚sel;Euro II;;80;08/04/1998;28/07/2009
M4464VU;6138;IVECO;Cityclass ;0;Di‚sel;Euro II;;80;08/04/1998;29/07/2009
M4465VU;6139;IVECO;Cityclass ;0;Di‚sel;Euro II;;80;08/04/1998;29/07/2009
M4466VU;6140;IVECO;Cityclass ;;Di‚sel;;;80;08/04/1998;03/07/2008
M4467VU;3115;RENAULT;Citybus ;1;Di‚sel;Euro II;;80;07/04/1998;07/11/2010
M4468VU;3116;RENAULT;Citybus ;0;Di‚sel;Euro II;;80;07/04/1998;07/11/2010
M4469VU;3117;RENAULT;Citybus ;0;Di‚sel;Euro II;;80;07/04/1998;07/11/2010
M4470VU;3118;RENAULT;Citybus ;1;Di‚sel;Euro II;;80;07/04/1998;09/09/2010
M4471VU;3119;RENAULT;Citybus ;0;Di‚sel;Euro II;;80;07/04/1998;01/06/2010
M4472VU;7631;MERCEDES;O/405-N2;;Di‚sel;;;100;07/04/1998;08/02/2008
M4473VU;7632;MERCEDES;O/405-N2;;Di‚sel;;;100;07/04/1998;08/02/2008
M4474VU;7633;MERCEDES;O/405-N2;;Di‚sel;;;100;07/04/1998;08/02/2008
M4475VU;7634;MERCEDES;O/405-N2;7;Di‚sel;Euro II;;100;07/04/1998;19/11/2010
M4476VU;7635;MERCEDES;O/405-N2;6;Di‚sel;Euro II;;100;07/04/1998;19/06/2010
M4477VU;7636;MERCEDES;O/405-N2;6;Di‚sel;Euro II;;100;07/04/1998;30/04/2009
M4478VU;7637;MERCEDES;O/405-N2;6;Di‚sel;Euro II;;100;07/04/1998;04/08/2010
M0215VU;3106;RENAULT;Citybus ;1;Di‚sel;Euro II;;80;03/04/1998;07/07/2010
M0216VU;3107;RENAULT;Citybus ;1;Di‚sel;Euro II;;80;03/04/1998;01/06/2010
M0217VU;3108;RENAULT;Citybus ;1;Di‚sel;Euro II;;80;03/04/1998;07/11/2010
M0218VU;3109;RENAULT;Citybus ;1;Di‚sel;Euro II;;80;03/04/1998;07/11/2010
M0219VU;3110;RENAULT;Citybus ;1;Di‚sel;Euro II;;80;03/04/1998;07/11/2010
M0220VU;3111;RENAULT;Citybus ;1;Di‚sel;Euro II;;80;03/04/1998;07/11/2010
M0221VU;3112;RENAULT;Citybus ;1;Di‚sel;Euro II;;80;03/04/1998;09/07/2010
M0222VU;3113;RENAULT;Citybus ;1;Di‚sel;Euro II;;80;03/04/1998;01/06/2010
M0223VU;3114;RENAULT;Citybus ;1;Di‚sel;Euro II;;80;03/04/1998;14/07/2010
M5798VS;6135;IVECO;Cityclass ;1;Di‚sel;Euro II;;80;25/03/1998;27/07/2009
M4934VS;6128;IVECO;Cityclass ;1;Di‚sel;Euro II;;80;20/03/1998;09/07/2009
M4935VS;6129;IVECO;Cityclass ;0;Di‚sel;Euro II;;80;20/03/1998;15/07/2009
M4936VS;6130;IVECO;Cityclass ;0;Di‚sel;Euro II;;80;20/03/1998;15/07/2009
M4937VS;6131;IVECO;Cityclass ;0;Di‚sel;Euro II;;80;20/03/1998;15/07/2009
M4938VS;6132;IVECO;Cityclass ;0;Di‚sel;Euro II;;80;20/03/1998;16/07/2009
M4939VS;6133;IVECO;Cityclass ;0;Di‚sel;Euro II;;80;20/03/1998;22/07/2009
M4940VS;6134;IVECO;Cityclass ;0;Di‚sel;Euro II;;80;20/03/1998;23/07/2009
M0994VS;6120;IVECO;Cityclass ;1;Di‚sel;Euro II;;80;16/03/1998;04/06/2009
M0995VS;6121;IVECO;Cityclass ;1;Di‚sel;Euro II;;80;16/03/1998;18/06/2009
M0996VS;6122;IVECO;Cityclass ;0;Di‚sel;Euro II;;80;16/03/1998;05/05/2009
M0997VS;6123;IVECO;Cityclass ;0;Di‚sel;Euro II;;80;16/03/1998;01/07/2009
M0998VS;6124;IVECO;Cityclass ;0;Di‚sel;Euro II;;80;16/03/1998;07/07/2009
M0999VS;6125;IVECO;Cityclass ;0;Di‚sel;Euro II;;80;16/03/1998;07/07/2009
M1000VS;6126;IVECO;Cityclass ;0;Di‚sel;Euro II;;80;16/03/1998;09/07/2009
M1001VS;6127;IVECO;Cityclass ;0;Di‚sel;Euro II;;80;16/03/1998;09/07/2009
M1002VS;3101;RENAULT;Citybus ;1;Di‚sel;Euro II;;80;13/03/1998;10/07/2010
M1003VS;3102;RENAULT;Citybus ;1;Di‚sel;Euro II;;80;13/03/1998;15/09/2010
M1004VS;3103;RENAULT;Citybus ;1;Di‚sel;Euro II;;80;13/03/1998;01/06/2010
M1005VS;3104;RENAULT;Citybus ;1;Di‚sel;Euro II;;80;13/03/1998;27/10/2009
M1006VS;3105;RENAULT;Citybus ;0;Di‚sel;Euro II;;80;13/03/1998;16/06/2010
M6148VN;7628;MERCEDES;O/405-N2;7;Di‚sel;Euro II;;100;03/03/1998;29/06/2010
M6149VN;7629;MERCEDES;O/405-N2;7;Di‚sel;Euro II;;100;03/03/1998;05/12/2010
M6150VN;7630;MERCEDES;O/405-N2;7;Di‚sel;Euro II;;100;03/03/1998;01/07/2010
M3425VN;7621;MERCEDES;O/405-N2;7;Di‚sel;Euro II;;100;26/02/1998;27/10/2009
M3426VN;7622;MERCEDES;O/405-N2;7;Di‚sel;Euro II;;100;26/02/1998;26/11/2010
M3427VN;7623;MERCEDES;O/405-N2;7;Di‚sel;Euro II;;100;26/02/1998;27/10/2010
M3428VN;7624;MERCEDES;O/405-N2;7;Di‚sel;Euro II;;100;26/02/1998;07/07/2010
M3429VN;7625;MERCEDES;O/405-N2;7;Di‚sel;Euro II;;100;26/02/1998;26/06/2009
M3430VN;7626;MERCEDES;O/405-N2;7;Di‚sel;Euro II;;100;26/02/1998;26/06/2010
M3431VN;7627;MERCEDES;O/405-N2;7;Di‚sel;Euro II;;100;26/02/1998;10/12/2010
M3432VN;6117;IVECO;Cityclass ;0;Di‚sel;Euro II;;80;26/02/1998;30/06/2009
M3433VN;6118;IVECO;Cityclass ;;Di‚sel;;;80;26/02/1998;27/01/2009
M3434VN;6119;IVECO;Cityclass ;0;Di‚sel;Euro II;;80;26/02/1998;01/07/2009
M0251VN;7720;MAN;NL ;;Di‚sel;;;80;24/02/1998;24/07/2008
M0252VN;7721;MAN;NL ;;Di‚sel;;;80;24/02/1998;17/11/2008
M0253VN;7722;MAN;NL ;;Di‚sel;;;80;24/02/1998;24/07/2008
M0254VN;7723;MAN;NL ;;Di‚sel;;;80;24/02/1998;16/09/2008
M0255VN;7724;MAN;NL ;;Di‚sel;;;80;24/02/1998;24/07/2008
M0256VN;7725;MAN;NL ;;Di‚sel;;;80;24/02/1998;28/07/2008
M0257VN;7726;MAN;NL ;;Di‚sel;;;80;24/02/1998;28/07/2008
M4278VM;6109;IVECO;Cityclass ;;Di‚sel;;;80;24/02/1998;17/03/2008
M4279VM;6110;IVECO;Cityclass ;;Di‚sel;;;80;24/02/1998;10/07/2008
M4280VM;6111;IVECO;Cityclass ;;Di‚sel;;;80;24/02/1998;07/04/2008
M4266VM;7710;MAN;NL ;;Di‚sel;;;80;16/02/1998;17/07/2008
M4267VM;7711;MAN;NL ;;Di‚sel;;;80;16/02/1998;02/10/2008
M4268VM;7712;MAN;NL ;;Di‚sel;;;80;16/02/1998;21/07/2008
M4269VM;7713;MAN;NL ;;Di‚sel;;;80;16/02/1998;17/07/2008
M4270VM;7714;MAN;NL ;;Di‚sel;;;80;16/02/1998;19/06/2008
M4271VM;7715;MAN;NL ;;Di‚sel;;;80;16/02/1998;17/07/2008
M4272VM;7716;MAN;NL ;;Di‚sel;;;80;16/02/1998;12/01/2009
M4273VM;7717;MAN;NL ;;Di‚sel;;;80;16/02/1998;21/07/2008
M4274VM;7718;MAN;NL ;;Di‚sel;;;80;16/02/1998;21/07/2008
M4275VM;7719;MAN;NL ;;Di‚sel;;;80;16/02/1998;28/07/2008
M4276VM;6107;IVECO;Cityclass ;;Di‚sel;;;80;16/02/1998;29/07/2008
M4277VM;6108;IVECO;Cityclass ;;Di‚sel;;;80;16/02/1998;01/08/2008
M4281VM;6112;IVECO;Cityclass ;0;Di‚sel;Euro II;;80;16/02/1998;22/06/2009
M4282VM;6113;IVECO;Cityclass ;;Di‚sel;;;80;16/02/1998;26/01/2009
M4283VM;6114;IVECO;Cityclass ;0;Di‚sel;Euro II;;80;16/02/1998;25/06/2009
M4284VM;6115;IVECO;Cityclass ;0;Di‚sel;Euro II;;80;16/02/1998;03/04/2009
M4285VM;6116;IVECO;Cityclass ;0;Di‚sel;Euro II;;80;16/02/1998;29/06/2009
M9730VL;7616;MERCEDES;O/405-N2;7;Di‚sel;Euro II;;100;06/02/1998;07/11/2010
M9731VL;7617;MERCEDES;O/405-N2;7;Di‚sel;Euro II;;100;06/02/1998;04/08/2010
M9732VL;7618;MERCEDES;O/405-N2;;Di‚sel;;;100;06/02/1998;26/12/2008
M9733VL;7619;MERCEDES;O/405-N2;7;Di‚sel;Euro II;;100;06/02/1998;04/08/2010
M9734VL;7620;MERCEDES;O/405-N2;;Di‚sel;;;100;06/02/1998;19/06/2008
M9735VL;6101;IVECO;Cityclass ;;Di‚sel;;;80;06/02/1998;07/04/2008
M9736VL;6102;IVECO;Cityclass ;;Di‚sel;;;80;06/02/1998;10/07/2008
M9737VL;6103;IVECO;Cityclass ;;Di‚sel;;;80;06/02/1998;10/07/2008
M9738VL;6104;IVECO;Cityclass ;;Di‚sel;;;80;06/02/1998;29/07/2008
M9739VL;6105;IVECO;Cityclass ;;Di‚sel;;;80;06/02/1998;29/07/2008
M9740VL;6106;IVECO;Cityclass ;;Di‚sel;;;80;06/02/1998;10/07/2008
M4771VL;7611;MERCEDES;O/405-N2;7;Di‚sel;Euro II;;100;02/02/1998;27/11/2010
M4772VL;7612;MERCEDES;O/405-N2;7;Di‚sel;Euro II;;100;02/02/1998;04/08/2010
M4773VL;7613;MERCEDES;O/405-N2;7;Di‚sel;Euro II;;100;02/02/1998;18/09/2010
M4774VL;7614;MERCEDES;O/405-N2;7;Di‚sel;Euro II;;100;02/02/1998;27/11/2010
M4775VL;7615;MERCEDES;O/405-N2;7;Di‚sel;Euro II;;100;02/02/1998;10/12/2010
M9811VK;7602;MERCEDES;O/405-N2;4;Di‚sel;Euro II;;100;24/01/1998;26/11/2010
M9812VK;7603;MERCEDES;O/405-N2;;Di‚sel;;;100;24/01/1998;17/03/2008
M9813VK;7604;MERCEDES;O/405-N2;;Di‚sel;;;100;24/01/1998;17/11/2008
M9814VK;7605;MERCEDES;O/405-N2;4;Di‚sel;Euro II;;100;24/01/1998;10/06/2010
M9815VK;7606;MERCEDES;O/405-N2;4;Di‚sel;Euro II;;100;24/01/1998;24/11/2010
M9816VK;7607;MERCEDES;O/405-N2;4;Di‚sel;Euro II;;100;24/01/1998;24/06/2010
M9817VK;7608;MERCEDES;O/405-N2;7;Di‚sel;Euro II;;100;24/01/1998;27/10/2010
M9818VK;7609;MERCEDES;O/405-N2;4;Di‚sel;Euro II;;100;24/01/1998;11/08/2010
M9819VK;7610;MERCEDES;O/405-N2;7;Di‚sel;Euro II;;100;24/01/1998;27/10/2010
M1490VJ;7095;MAN;NL ;;Di‚sel;;;80;09/01/1998;19/06/2008
M1494VJ;7099;MAN;NL ;;Di‚sel;;;80;09/01/1998;19/06/2008
M7741VJ;7701;MAN;NL ;;Di‚sel;;;80;09/01/1998;27/06/2008
M7742VJ;7702;MAN;NL ;;Di‚sel;;;80;09/01/1998;05/02/2009
M7743VJ;7703;MAN;NL ;;Di‚sel;;;80;09/01/1998;17/07/2008
M7744VJ;7704;MAN;NL ;;Di‚sel;;;80;09/01/1998;21/07/2008
M7745VJ;7705;MAN;NL ;;Di‚sel;;;80;09/01/1998;24/07/2008
M7746VJ;7706;MAN;NL ;;Di‚sel;;;80;09/01/1998;03/07/2008
M7747VJ;7707;MAN;NL ;;Di‚sel;;;80;09/01/1998;21/06/2007
M7748VJ;7708;MAN;NL ;;Di‚sel;;;80;09/01/1998;02/10/2008
M7749VJ;7709;MAN;NL ;;Di‚sel;;;80;09/01/1998;05/02/2009
M9100VJ;7596;MERCEDES;O/405-N2;;Di‚sel;;;100;06/01/1998;14/07/2008
