Fecha;Cod_billete;Des_billete;Num_users
9/30/18;21;Acomp PMR  ida;2
9/30/18;22;Acomp PMR  ida y vuelta;20
9/30/18;25;Desempleados Ida y vuelta;2
9/30/18;26;Fam Num Ida y vuelta;89
9/30/18;28;Abono anual;1
9/30/18;30;Abono anual FNJ;1
9/30/18;33;C joven ida y vuelta;31
10/1/18;1;Adulto ida;71
10/1/18;2;Adulto Ida y vuelta;437
10/1/18;3;Infantil ida;1
10/1/18;4;Infantil ida y vuelta;10
10/1/18;5;Junior ida;5
10/1/18;6;Junior ida y vuelta;37
10/1/18;8;Senior ida y vuelta;46
10/1/18;10;PMR ida y vuelta;5
10/1/18;22;Acomp PMR  ida y vuelta;5
10/1/18;25;Desempleados Ida y vuelta;1
10/1/18;26;Fam Num Ida y vuelta;10
10/1/18;33;C joven ida y vuelta;2
10/2/18;1;Adulto ida;160
10/2/18;2;Adulto Ida y vuelta;414
10/2/18;3;Infantil ida;2
10/2/18;4;Infantil ida y vuelta;11
10/2/18;6;Junior ida y vuelta;22
10/2/18;7;Senior ida;2
10/2/18;8;Senior ida y vuelta;63
10/2/18;10;PMR ida y vuelta;3
10/2/18;15;Invitacion ida y vuelta;2
10/2/18;22;Acomp PMR  ida y vuelta;3
10/2/18;25;Desempleados Ida y vuelta;1
10/2/18;26;Fam Num Ida y vuelta;2
10/2/18;28;Abono anual;1
10/2/18;33;C joven ida y vuelta;1
10/3/18;1;Adulto ida;69
10/3/18;2;Adulto Ida y vuelta;321
10/3/18;3;Infantil ida;1
10/3/18;4;Infantil ida y vuelta;13
10/3/18;5;Junior ida;5
10/3/18;6;Junior ida y vuelta;24
10/3/18;7;Senior ida;11
10/3/18;8;Senior ida y vuelta;74
10/3/18;9;PMR ida;1
10/3/18;10;PMR ida y vuelta;3
10/3/18;21;Acomp PMR  ida;1
10/3/18;22;Acomp PMR  ida y vuelta;3
10/3/18;25;Desempleados Ida y vuelta;8
10/3/18;26;Fam Num Ida y vuelta;1
10/3/18;33;C joven ida y vuelta;2
10/4/18;1;Adulto ida;100
10/4/18;2;Adulto Ida y vuelta;446
10/4/18;3;Infantil ida;3
10/4/18;4;Infantil ida y vuelta;21
10/4/18;5;Junior ida;6
10/4/18;6;Junior ida y vuelta;35
10/4/18;7;Senior ida;7
10/4/18;8;Senior ida y vuelta;58
10/4/18;9;PMR ida;1
10/4/18;10;PMR ida y vuelta;1
10/4/18;21;Acomp PMR  ida;1
10/4/18;22;Acomp PMR  ida y vuelta;1
10/4/18;25;Desempleados Ida y vuelta;1
10/4/18;26;Fam Num Ida y vuelta;3
10/4/18;33;C joven ida y vuelta;2
10/5/18;1;Adulto ida;173
10/5/18;2;Adulto Ida y vuelta;622
10/5/18;3;Infantil ida;3
10/5/18;4;Infantil ida y vuelta;27
10/5/18;5;Junior ida;11
10/5/18;6;Junior ida y vuelta;55
10/5/18;7;Senior ida;12
10/5/18;8;Senior ida y vuelta;53
10/5/18;10;PMR ida y vuelta;13
10/5/18;22;Acomp PMR  ida y vuelta;8
10/5/18;25;Desempleados Ida y vuelta;5
10/5/18;26;Fam Num Ida y vuelta;3
10/5/18;33;C joven ida y vuelta;5
10/6/18;1;Adulto ida;355
10/6/18;2;Adulto Ida y vuelta;1308
10/6/18;3;Infantil ida;14
10/6/18;4;Infantil ida y vuelta;120
10/6/18;5;Junior ida;40
10/6/18;6;Junior ida y vuelta;258
10/6/18;7;Senior ida;15
10/6/18;8;Senior ida y vuelta;112
10/6/18;9;PMR ida;3
10/6/18;10;PMR ida y vuelta;26
10/6/18;15;Invitacion ida y vuelta;4
10/6/18;21;Acomp PMR  ida;3
10/6/18;22;Acomp PMR  ida y vuelta;26
10/6/18;25;Desempleados Ida y vuelta;3
10/6/18;26;Fam Num Ida y vuelta;68
10/6/18;33;C joven ida y vuelta;29
10/7/18;1;Adulto ida;200
10/7/18;2;Adulto Ida y vuelta;1318
10/7/18;3;Infantil ida;12
10/7/18;4;Infantil ida y vuelta;98
10/7/18;5;Junior ida;15
10/7/18;6;Junior ida y vuelta;215
10/7/18;7;Senior ida;4
10/7/18;8;Senior ida y vuelta;73
10/7/18;9;PMR ida;3
10/7/18;10;PMR ida y vuelta;15
10/7/18;21;Acomp PMR  ida;3
10/7/18;22;Acomp PMR  ida y vuelta;15
10/7/18;25;Desempleados Ida y vuelta;4
10/7/18;26;Fam Num Ida y vuelta;73
10/7/18;33;C joven ida y vuelta;21
10/8/18;1;Adulto ida;94
10/8/18;2;Adulto Ida y vuelta;546
10/8/18;3;Infantil ida;2
10/8/18;4;Infantil ida y vuelta;13
10/8/18;5;Junior ida;5
10/8/18;6;Junior ida y vuelta;61
10/8/18;7;Senior ida;6
10/8/18;8;Senior ida y vuelta;72
10/8/18;10;PMR ida y vuelta;3
10/8/18;22;Acomp PMR  ida y vuelta;3
10/8/18;25;Desempleados Ida y vuelta;4
10/8/18;26;Fam Num Ida y vuelta;7
10/8/18;33;C joven ida y vuelta;8
10/9/18;1;Adulto ida;59
10/9/18;2;Adulto Ida y vuelta;415
10/9/18;3;Infantil ida;2
10/9/18;4;Infantil ida y vuelta;23
10/9/18;5;Junior ida;6
10/9/18;6;Junior ida y vuelta;42
10/9/18;8;Senior ida y vuelta;16
10/9/18;10;PMR ida y vuelta;4
10/9/18;11;Colegios Ida y vuelta;30
10/9/18;12;Acomp Colegios  Ida y vuelta;3
10/9/18;22;Acomp PMR  ida y vuelta;4
10/9/18;26;Fam Num Ida y vuelta;4
10/10/18;1;Adulto ida;57
10/10/18;2;Adulto Ida y vuelta;171
10/10/18;4;Infantil ida y vuelta;4
10/10/18;5;Junior ida;1
10/10/18;6;Junior ida y vuelta;9
10/10/18;8;Senior ida y vuelta;33
10/10/18;10;PMR ida y vuelta;2
10/10/18;22;Acomp PMR  ida y vuelta;2
10/10/18;33;C joven ida y vuelta;1
10/11/18;1;Adulto ida;54
10/11/18;2;Adulto Ida y vuelta;262
10/11/18;3;Infantil ida;5
10/11/18;4;Infantil ida y vuelta;7
10/11/18;5;Junior ida;4
10/11/18;6;Junior ida y vuelta;45
10/11/18;7;Senior ida;2
10/11/18;8;Senior ida y vuelta;15
10/11/18;10;PMR ida y vuelta;2
10/11/18;22;Acomp PMR  ida y vuelta;2
10/11/18;26;Fam Num Ida y vuelta;1
10/11/18;33;C joven ida y vuelta;5
10/12/18;1;Adulto ida;233
10/12/18;2;Adulto Ida y vuelta;900
10/12/18;3;Infantil ida;9
10/12/18;4;Infantil ida y vuelta;76
10/12/18;5;Junior ida;51
10/12/18;6;Junior ida y vuelta;190
10/12/18;7;Senior ida;4
10/12/18;8;Senior ida y vuelta;76
10/12/18;9;PMR ida;1
10/12/18;10;PMR ida y vuelta;21
10/12/18;21;Acomp PMR  ida;1
10/12/18;22;Acomp PMR  ida y vuelta;22
10/12/18;25;Desempleados Ida y vuelta;2
10/12/18;26;Fam Num Ida y vuelta;79
10/12/18;28;Abono anual;1
10/12/18;33;C joven ida y vuelta;17
10/12/18;39;Monumento grande;1
10/13/18;1;Adulto ida;408
10/13/18;2;Adulto Ida y vuelta;1602
10/13/18;3;Infantil ida;22
10/13/18;4;Infantil ida y vuelta;140
10/13/18;5;Junior ida;57
10/13/18;6;Junior ida y vuelta;339
10/13/18;7;Senior ida;9
10/13/18;8;Senior ida y vuelta;102
10/13/18;9;PMR ida;2
10/13/18;10;PMR ida y vuelta;22
10/13/18;15;Invitacion ida y vuelta;3
10/13/18;21;Acomp PMR  ida;2
10/13/18;22;Acomp PMR  ida y vuelta;21
10/13/18;25;Desempleados Ida y vuelta;10
10/13/18;26;Fam Num Ida y vuelta;93
10/13/18;33;C joven ida y vuelta;42
10/13/18;39;Monumento grande;3
10/15/18;1;Adulto ida;48
10/15/18;2;Adulto Ida y vuelta;336
10/15/18;3;Infantil ida;2
10/15/18;4;Infantil ida y vuelta;8
10/15/18;5;Junior ida;4
10/15/18;6;Junior ida y vuelta;23
10/15/18;7;Senior ida;1
10/15/18;8;Senior ida y vuelta;15
10/15/18;10;PMR ida y vuelta;2
10/15/18;22;Acomp PMR  ida y vuelta;2
10/15/18;25;Desempleados Ida y vuelta;3
10/15/18;26;Fam Num Ida y vuelta;4
10/15/18;33;C joven ida y vuelta;6
10/16/18;1;Adulto ida;74
10/16/18;2;Adulto Ida y vuelta;531
10/16/18;3;Infantil ida;2
10/16/18;4;Infantil ida y vuelta;9
10/16/18;5;Junior ida;8
10/16/18;6;Junior ida y vuelta;45
10/16/18;8;Senior ida y vuelta;41
10/16/18;10;PMR ida y vuelta;5
10/16/18;22;Acomp PMR  ida y vuelta;5
10/16/18;25;Desempleados Ida y vuelta;2
10/16/18;26;Fam Num Ida y vuelta;2
10/16/18;28;Abono anual;1
10/16/18;33;C joven ida y vuelta;6
10/16/18;39;Monumento grande;1
10/17/18;1;Adulto ida;94
10/17/18;2;Adulto Ida y vuelta;490
10/17/18;3;Infantil ida;2
10/17/18;4;Infantil ida y vuelta;10
10/17/18;5;Junior ida;8
10/17/18;6;Junior ida y vuelta;58
10/17/18;7;Senior ida;9
10/17/18;8;Senior ida y vuelta;54
10/17/18;10;PMR ida y vuelta;4
10/17/18;11;Colegios Ida y vuelta;46
10/17/18;12;Acomp Colegios  Ida y vuelta;6
10/17/18;22;Acomp PMR  ida y vuelta;4
10/17/18;33;C joven ida y vuelta;8
10/18/18;1;Adulto ida;120
10/18/18;2;Adulto Ida y vuelta;388
10/18/18;3;Infantil ida;3
10/18/18;4;Infantil ida y vuelta;9
10/18/18;5;Junior ida;7
10/18/18;6;Junior ida y vuelta;25
10/18/18;7;Senior ida;2
10/18/18;8;Senior ida y vuelta;44
10/18/18;10;PMR ida y vuelta;2
10/18/18;16;Adulto viento;43
10/18/18;17;Infantil viento;1
10/18/18;22;Acomp PMR  ida y vuelta;2
10/18/18;33;C joven ida y vuelta;3
10/18/18;39;Monumento grande;3
10/19/18;1;Adulto ida;28
10/19/18;2;Adulto Ida y vuelta;275
10/19/18;3;Infantil ida;1
10/19/18;4;Infantil ida y vuelta;12
10/19/18;5;Junior ida;2
10/19/18;6;Junior ida y vuelta;31
10/19/18;7;Senior ida;8
10/19/18;8;Senior ida y vuelta;36
10/19/18;13;Grupos ida y vuelta;23
10/19/18;14;Grupos Acomp ida y vuelta;1
10/19/18;26;Fam Num Ida y vuelta;1
10/19/18;33;C joven ida y vuelta;2
10/20/18;1;Adulto ida;215
10/20/18;2;Adulto Ida y vuelta;1078
10/20/18;3;Infantil ida;7
10/20/18;4;Infantil ida y vuelta;44
10/20/18;5;Junior ida;25
10/20/18;6;Junior ida y vuelta;151
10/20/18;7;Senior ida;2
10/20/18;8;Senior ida y vuelta;35
10/20/18;10;PMR ida y vuelta;17
10/20/18;11;Colegios Ida y vuelta;104
10/20/18;12;Acomp Colegios  Ida y vuelta;11
10/20/18;13;Grupos ida y vuelta;90
10/20/18;14;Grupos Acomp ida y vuelta;4
10/20/18;22;Acomp PMR  ida y vuelta;15
10/20/18;25;Desempleados Ida y vuelta;3
10/20/18;26;Fam Num Ida y vuelta;24
10/20/18;28;Abono anual;1
10/20/18;30;Abono anual FNJ;2
10/20/18;33;C joven ida y vuelta;17
10/21/18;1;Adulto ida;268
10/21/18;2;Adulto Ida y vuelta;1089
10/21/18;3;Infantil ida;8
10/21/18;4;Infantil ida y vuelta;56
10/21/18;5;Junior ida;16
10/21/18;6;Junior ida y vuelta;194
10/21/18;7;Senior ida;9
10/21/18;8;Senior ida y vuelta;73
10/21/18;9;PMR ida;2
10/21/18;10;PMR ida y vuelta;19
10/21/18;11;Colegios Ida y vuelta;49
10/21/18;12;Acomp Colegios  Ida y vuelta;6
10/21/18;21;Acomp PMR  ida;2
10/21/18;22;Acomp PMR  ida y vuelta;19
10/21/18;26;Fam Num Ida y vuelta;25
10/21/18;33;C joven ida y vuelta;23
10/21/18;39;Monumento grande;3
10/22/18;1;Adulto ida;111
10/22/18;2;Adulto Ida y vuelta;575
10/22/18;4;Infantil ida y vuelta;17
10/22/18;5;Junior ida;7
10/22/18;6;Junior ida y vuelta;80
10/22/18;7;Senior ida;5
10/22/18;8;Senior ida y vuelta;56
10/22/18;9;PMR ida;2
10/22/18;10;PMR ida y vuelta;4
10/22/18;13;Grupos ida y vuelta;41
10/22/18;14;Grupos Acomp ida y vuelta;2
10/22/18;21;Acomp PMR  ida;2
10/22/18;22;Acomp PMR  ida y vuelta;5
10/22/18;25;Desempleados Ida y vuelta;2
10/22/18;26;Fam Num Ida y vuelta;13
10/22/18;33;C joven ida y vuelta;2
10/23/18;1;Adulto ida;138
10/23/18;2;Adulto Ida y vuelta;655
10/23/18;3;Infantil ida;1
10/23/18;4;Infantil ida y vuelta;28
10/23/18;5;Junior ida;17
10/23/18;6;Junior ida y vuelta;91
10/23/18;7;Senior ida;6
10/23/18;8;Senior ida y vuelta;74
10/23/18;10;PMR ida y vuelta;9
10/23/18;22;Acomp PMR  ida y vuelta;7
10/23/18;26;Fam Num Ida y vuelta;10
10/23/18;33;C joven ida y vuelta;3
10/24/18;1;Adulto ida;166
10/24/18;2;Adulto Ida y vuelta;554
10/24/18;3;Infantil ida;9
10/24/18;4;Infantil ida y vuelta;14
10/24/18;5;Junior ida;26
10/24/18;6;Junior ida y vuelta;71
10/24/18;7;Senior ida;8
10/24/18;8;Senior ida y vuelta;45
10/24/18;10;PMR ida y vuelta;6
10/24/18;22;Acomp PMR  ida y vuelta;7
10/24/18;25;Desempleados Ida y vuelta;2
10/24/18;26;Fam Num Ida y vuelta;6
10/24/18;28;Abono anual;1
10/25/18;1;Adulto ida;141
10/25/18;2;Adulto Ida y vuelta;618
10/25/18;3;Infantil ida;2
10/25/18;4;Infantil ida y vuelta;18
10/25/18;5;Junior ida;16
10/25/18;6;Junior ida y vuelta;78
10/25/18;7;Senior ida;3
10/25/18;8;Senior ida y vuelta;72
10/25/18;9;PMR ida;1
10/25/18;10;PMR ida y vuelta;4
10/25/18;13;Grupos ida y vuelta;67
10/25/18;14;Grupos Acomp ida y vuelta;5
10/25/18;15;Invitacion ida y vuelta;1
10/25/18;21;Acomp PMR  ida;1
10/25/18;22;Acomp PMR  ida y vuelta;4
10/25/18;25;Desempleados Ida y vuelta;3
10/25/18;26;Fam Num Ida y vuelta;20
10/25/18;33;C joven ida y vuelta;5
10/25/18;39;Monumento grande;1
10/26/18;1;Adulto ida;105
10/26/18;2;Adulto Ida y vuelta;444
10/26/18;4;Infantil ida y vuelta;23
10/26/18;5;Junior ida;18
10/26/18;6;Junior ida y vuelta;66
10/26/18;7;Senior ida;1
10/26/18;8;Senior ida y vuelta;28
10/26/18;10;PMR ida y vuelta;15
10/26/18;22;Acomp PMR  ida y vuelta;12
10/26/18;25;Desempleados Ida y vuelta;1
10/26/18;26;Fam Num Ida y vuelta;6
10/26/18;33;C joven ida y vuelta;2
10/27/18;1;Adulto ida;135
10/27/18;2;Adulto Ida y vuelta;407
10/27/18;3;Infantil ida;6
10/27/18;4;Infantil ida y vuelta;25
10/27/18;5;Junior ida;11
10/27/18;6;Junior ida y vuelta;81
10/27/18;7;Senior ida;5
10/27/18;8;Senior ida y vuelta;23
10/27/18;9;PMR ida;13
10/27/18;10;PMR ida y vuelta;16
10/27/18;16;Adulto viento;49
10/27/18;17;Infantil viento;3
10/27/18;18;Junior viento;5
10/27/18;19;Senior viento;1
10/27/18;21;Acomp PMR  ida;7
10/27/18;22;Acomp PMR  ida y vuelta;12
10/27/18;25;Desempleados Ida y vuelta;3
10/27/18;26;Fam Num Ida y vuelta;16
10/27/18;33;C joven ida y vuelta;12
10/27/18;39;Monumento grande;1
10/28/18;1;Adulto ida;542
10/28/18;3;Infantil ida;36
10/28/18;4;Infantil ida y vuelta;2
10/28/18;5;Junior ida;100
10/28/18;7;Senior ida;21
10/28/18;9;PMR ida;4
10/28/18;16;Adulto viento;217
10/28/18;17;Infantil viento;23
10/28/18;18;Junior viento;43
10/28/18;19;Senior viento;11
10/28/18;20;PMR viento;3
10/28/18;21;Acomp PMR  ida;4
10/28/18;23;Acomp PMR  viento;3
10/30/18;1;Adulto ida;6
10/30/18;2;Adulto Ida y vuelta;83
10/30/18;4;Infantil ida y vuelta;4
10/30/18;5;Junior ida;3
10/30/18;6;Junior ida y vuelta;18
10/30/18;8;Senior ida y vuelta;8
10/30/18;10;PMR ida y vuelta;2
10/30/18;22;Acomp PMR  ida y vuelta;2
10/30/18;33;C joven ida y vuelta;2
10/31/18;1;Adulto ida;221
10/31/18;2;Adulto Ida y vuelta;238
10/31/18;3;Infantil ida;9
10/31/18;4;Infantil ida y vuelta;6
10/31/18;5;Junior ida;40
10/31/18;6;Junior ida y vuelta;47
10/31/18;7;Senior ida;5
10/31/18;8;Senior ida y vuelta;13
10/31/18;16;Adulto viento;100
10/31/18;17;Infantil viento;4
10/31/18;18;Junior viento;19
10/31/18;19;Senior viento;5
10/31/18;22;Acomp PMR  ida y vuelta;1
10/31/18;33;C joven ida y vuelta;2
10/31/18;39;Monumento grande;2
11/1/18;1;Adulto ida;445
11/1/18;2;Adulto Ida y vuelta;1149
11/1/18;3;Infantil ida;15
11/1/18;4;Infantil ida y vuelta;135
11/1/18;5;Junior ida;90
11/1/18;6;Junior ida y vuelta;367
11/1/18;7;Senior ida;6
11/1/18;8;Senior ida y vuelta;47
11/1/18;10;PMR ida y vuelta;17
11/1/18;22;Acomp PMR  ida y vuelta;17
11/1/18;25;Desempleados Ida y vuelta;4
11/1/18;26;Fam Num Ida y vuelta;118
11/1/18;33;C joven ida y vuelta;20
11/1/18;39;Monumento grande;2
11/2/18;1;Adulto ida;520
11/2/18;2;Adulto Ida y vuelta;795
11/2/18;3;Infantil ida;40
11/2/18;4;Infantil ida y vuelta;53
11/2/18;5;Junior ida;118
11/2/18;6;Junior ida y vuelta;195
11/2/18;7;Senior ida;21
11/2/18;8;Senior ida y vuelta;36
11/2/18;9;PMR ida;7
11/2/18;10;PMR ida y vuelta;13
11/2/18;15;Invitacion ida y vuelta;2
11/2/18;16;Adulto viento;88
11/2/18;17;Infantil viento;18
11/2/18;18;Junior viento;42
11/2/18;19;Senior viento;11
11/2/18;20;PMR viento;3
11/2/18;21;Acomp PMR  ida;7
11/2/18;22;Acomp PMR  ida y vuelta;13
11/2/18;23;Acomp PMR  viento;3
11/2/18;25;Desempleados Ida y vuelta;1
11/2/18;26;Fam Num Ida y vuelta;69
11/2/18;33;C joven ida y vuelta;31
11/3/18;1;Adulto ida;521
11/3/18;2;Adulto Ida y vuelta;1331
11/3/18;3;Infantil ida;28
11/3/18;4;Infantil ida y vuelta;149
11/3/18;5;Junior ida;74
11/3/18;6;Junior ida y vuelta;313
11/3/18;7;Senior ida;11
11/3/18;8;Senior ida y vuelta;76
11/3/18;9;PMR ida;4
11/3/18;10;PMR ida y vuelta;18
11/3/18;12;Acomp Colegios  Ida y vuelta;1
11/3/18;21;Acomp PMR  ida;4
11/3/18;22;Acomp PMR  ida y vuelta;18
11/3/18;25;Desempleados Ida y vuelta;4
11/3/18;26;Fam Num Ida y vuelta;91
11/3/18;33;C joven ida y vuelta;26
11/4/18;1;Adulto ida;307
11/4/18;2;Adulto Ida y vuelta;1236
11/4/18;3;Infantil ida;18
11/4/18;4;Infantil ida y vuelta;105
11/4/18;5;Junior ida;41
11/4/18;6;Junior ida y vuelta;278
11/4/18;7;Senior ida;13
11/4/18;8;Senior ida y vuelta;58
11/4/18;9;PMR ida;1
11/4/18;10;PMR ida y vuelta;16
11/4/18;21;Acomp PMR  ida;1
11/4/18;22;Acomp PMR  ida y vuelta;17
11/4/18;25;Desempleados Ida y vuelta;3
11/4/18;26;Fam Num Ida y vuelta;114
11/4/18;33;C joven ida y vuelta;30
11/4/18;39;Monumento grande;1
11/9/18;1;Adulto ida;218
11/9/18;2;Adulto Ida y vuelta;904
11/9/18;3;Infantil ida;5
11/9/18;4;Infantil ida y vuelta;79
11/9/18;5;Junior ida;23
11/9/18;6;Junior ida y vuelta;132
11/9/18;7;Senior ida;6
11/9/18;8;Senior ida y vuelta;39
11/9/18;10;PMR ida y vuelta;4
11/9/18;15;Invitacion ida y vuelta;3
11/9/18;22;Acomp PMR  ida y vuelta;5
11/9/18;25;Desempleados Ida y vuelta;1
11/9/18;26;Fam Num Ida y vuelta;42
11/9/18;31;Abono anual desemp;1
11/9/18;33;C joven ida y vuelta;18
11/10/18;1;Adulto ida;410
11/10/18;2;Adulto Ida y vuelta;58
11/10/18;3;Infantil ida;14
11/10/18;4;Infantil ida y vuelta;3
11/10/18;5;Junior ida;68
11/10/18;6;Junior ida y vuelta;3
11/10/18;7;Senior ida;9
11/10/18;8;Senior ida y vuelta;2
11/10/18;9;PMR ida;2
11/10/18;10;PMR ida y vuelta;2
11/10/18;13;Grupos ida y vuelta;23
11/10/18;14;Grupos Acomp ida y vuelta;2
11/10/18;15;Invitacion ida y vuelta;4
11/10/18;16;Adulto viento;204
11/10/18;17;Infantil viento;9
11/10/18;18;Junior viento;45
11/10/18;19;Senior viento;8
11/10/18;20;PMR viento;2
11/10/18;21;Acomp PMR  ida;3
11/10/18;22;Acomp PMR  ida y vuelta;2
11/10/18;23;Acomp PMR  viento;1
11/10/18;25;Desempleados Ida y vuelta;1
11/10/18;33;C joven ida y vuelta;2
11/11/18;1;Adulto ida;203
11/11/18;2;Adulto Ida y vuelta;928
11/11/18;3;Infantil ida;11
11/11/18;4;Infantil ida y vuelta;60
11/11/18;5;Junior ida;9
11/11/18;6;Junior ida y vuelta;121
11/11/18;7;Senior ida;2
11/11/18;8;Senior ida y vuelta;45
11/11/18;10;PMR ida y vuelta;11
11/11/18;15;Invitacion ida y vuelta;2
11/11/18;22;Acomp PMR  ida y vuelta;12
11/11/18;25;Desempleados Ida y vuelta;6
11/11/18;26;Fam Num Ida y vuelta;44
11/11/18;33;C joven ida y vuelta;24
11/11/18;39;Monumento grande;1
11/17/18;1;Adulto ida;328
11/17/18;2;Adulto Ida y vuelta;1151
11/17/18;3;Infantil ida;12
11/17/18;4;Infantil ida y vuelta;104
11/17/18;5;Junior ida;36
11/17/18;6;Junior ida y vuelta;165
11/17/18;7;Senior ida;9
11/17/18;8;Senior ida y vuelta;60
11/17/18;9;PMR ida;3
11/17/18;10;PMR ida y vuelta;7
11/17/18;15;Invitacion ida y vuelta;6
11/17/18;21;Acomp PMR  ida;3
11/17/18;22;Acomp PMR  ida y vuelta;10
11/17/18;25;Desempleados Ida y vuelta;3
11/17/18;26;Fam Num Ida y vuelta;63
11/17/18;33;C joven ida y vuelta;39
11/17/18;39;Monumento grande;3
11/18/18;1;Adulto ida;104
11/18/18;2;Adulto Ida y vuelta;567
11/18/18;3;Infantil ida;2
11/18/18;4;Infantil ida y vuelta;45
11/18/18;5;Junior ida;9
11/18/18;6;Junior ida y vuelta;94
11/18/18;7;Senior ida;2
11/18/18;8;Senior ida y vuelta;20
11/18/18;10;PMR ida y vuelta;6
11/18/18;22;Acomp PMR  ida y vuelta;7
11/18/18;26;Fam Num Ida y vuelta;21
11/18/18;33;C joven ida y vuelta;15
11/24/18;1;Adulto ida;227
11/24/18;2;Adulto Ida y vuelta;813
11/24/18;3;Infantil ida;12
11/24/18;4;Infantil ida y vuelta;51
11/24/18;5;Junior ida;30
11/24/18;6;Junior ida y vuelta;118
11/24/18;7;Senior ida;3
11/24/18;8;Senior ida y vuelta;20
11/24/18;10;PMR ida y vuelta;6
11/24/18;13;Grupos ida y vuelta;0
11/24/18;22;Acomp PMR  ida y vuelta;6
11/24/18;25;Desempleados Ida y vuelta;3
11/24/18;26;Fam Num Ida y vuelta;29
11/24/18;33;C joven ida y vuelta;17
11/25/18;1;Adulto ida;431
11/25/18;2;Adulto Ida y vuelta;195
11/25/18;3;Infantil ida;32
11/25/18;4;Infantil ida y vuelta;16
11/25/18;5;Junior ida;54
11/25/18;6;Junior ida y vuelta;21
11/25/18;7;Senior ida;8
11/25/18;8;Senior ida y vuelta;20
11/25/18;9;PMR ida;3
11/25/18;10;PMR ida y vuelta;1
11/25/18;15;Invitacion ida y vuelta;2
11/25/18;16;Adulto viento;143
11/25/18;17;Infantil viento;10
11/25/18;18;Junior viento;16
11/25/18;19;Senior viento;3
11/25/18;20;PMR viento;1
11/25/18;21;Acomp PMR  ida;3
11/25/18;22;Acomp PMR  ida y vuelta;1
11/25/18;23;Acomp PMR  viento;1
11/25/18;26;Fam Num Ida y vuelta;16
11/25/18;33;C joven ida y vuelta;8
12/1/18;1;Adulto ida;174
12/1/18;2;Adulto Ida y vuelta;863
12/1/18;3;Infantil ida;4
12/1/18;4;Infantil ida y vuelta;62
12/1/18;5;Junior ida;9
12/1/18;6;Junior ida y vuelta;148
12/1/18;7;Senior ida;5
12/1/18;8;Senior ida y vuelta;46
12/1/18;9;PMR ida;1
12/1/18;10;PMR ida y vuelta;12
12/1/18;15;Invitacion ida y vuelta;2
12/1/18;21;Acomp PMR  ida;1
12/1/18;22;Acomp PMR  ida y vuelta;12
12/1/18;25;Desempleados Ida y vuelta;5
12/1/18;26;Fam Num Ida y vuelta;66
12/1/18;33;C joven ida y vuelta;28
12/1/18;39;Monumento grande;1
12/2/18;1;Adulto ida;136
12/2/18;2;Adulto Ida y vuelta;550
12/2/18;3;Infantil ida;4
12/2/18;4;Infantil ida y vuelta;40
12/2/18;5;Junior ida;24
12/2/18;6;Junior ida y vuelta;86
12/2/18;7;Senior ida;8
12/2/18;8;Senior ida y vuelta;21
12/2/18;10;PMR ida y vuelta;5
12/2/18;22;Acomp PMR  ida y vuelta;5
12/2/18;25;Desempleados Ida y vuelta;2
12/2/18;26;Fam Num Ida y vuelta;47
12/2/18;33;C joven ida y vuelta;29
12/6/18;1;Adulto ida;358
12/6/18;2;Adulto Ida y vuelta;940
12/6/18;3;Infantil ida;18
12/6/18;4;Infantil ida y vuelta;87
12/6/18;5;Junior ida;52
12/6/18;6;Junior ida y vuelta;222
12/6/18;7;Senior ida;19
12/6/18;8;Senior ida y vuelta;60
12/6/18;9;PMR ida;3
12/6/18;10;PMR ida y vuelta;17
12/6/18;15;Invitacion ida y vuelta;2
12/6/18;21;Acomp PMR  ida;3
12/6/18;22;Acomp PMR  ida y vuelta;18
12/6/18;25;Desempleados Ida y vuelta;7
12/6/18;26;Fam Num Ida y vuelta;113
12/6/18;27;Abono mensual;2
12/6/18;29;Abono mensual FNJ;1
12/6/18;33;C joven ida y vuelta;29
12/6/18;39;Monumento grande;1
12/7/18;1;Adulto ida;247
12/7/18;2;Adulto Ida y vuelta;1012
12/7/18;3;Infantil ida;10
12/7/18;4;Infantil ida y vuelta;88
12/7/18;5;Junior ida;71
12/7/18;6;Junior ida y vuelta;287
12/7/18;7;Senior ida;18
12/7/18;8;Senior ida y vuelta;64
12/7/18;9;PMR ida;2
12/7/18;10;PMR ida y vuelta;16
12/7/18;15;Invitacion ida y vuelta;2
12/7/18;21;Acomp PMR  ida;2
12/7/18;22;Acomp PMR  ida y vuelta;15
12/7/18;25;Desempleados Ida y vuelta;5
12/7/18;26;Fam Num Ida y vuelta;147
12/7/18;33;C joven ida y vuelta;23
12/8/18;1;Adulto ida;509
12/8/18;2;Adulto Ida y vuelta;1342
12/8/18;3;Infantil ida;13
12/8/18;4;Infantil ida y vuelta;112
12/8/18;5;Junior ida;96
12/8/18;6;Junior ida y vuelta;293
12/8/18;7;Senior ida;11
12/8/18;8;Senior ida y vuelta;69
12/8/18;9;PMR ida;3
12/8/18;10;PMR ida y vuelta;34
12/8/18;21;Acomp PMR  ida;3
12/8/18;22;Acomp PMR  ida y vuelta;33
12/8/18;25;Desempleados Ida y vuelta;6
12/8/18;26;Fam Num Ida y vuelta;109
12/8/18;33;C joven ida y vuelta;29
12/9/18;1;Adulto ida;230
12/9/18;2;Adulto Ida y vuelta;1040
