Fecha;Cod_billete;Des_billete;Num_users
3/28/19;7;Senior ida;5
3/28/19;8;Senior ida y vuelta;33
3/28/19;9;PMR ida;1
3/28/19;10;PMR ida y vuelta;2
3/28/19;11;Colegios Ida y vuelta;54
3/28/19;12;Acomp Colegios  Ida y vuelta;6
3/28/19;21;Acomp PMR  ida;1
3/28/19;22;Acomp PMR  ida y vuelta;2
3/28/19;32;Abono mensual desemp;2
3/28/19;33;C joven ida y vuelta;5
3/28/19;120;Madrid City Tour Ida y vuelta;11
3/28/19;130;Family Check Ida y vuelta;2
3/28/19;131;Urban check Ida y vuelta;2
3/29/19;1;Adulto ida;201
3/29/19;2;Adulto Ida y vuelta;555
3/29/19;3;Infantil ida;10
3/29/19;4;Infantil ida y vuelta;33
3/29/19;5;Junior ida;14
3/29/19;6;Junior ida y vuelta;63
3/29/19;7;Senior ida;10
3/29/19;8;Senior ida y vuelta;26
3/29/19;9;PMR ida;2
3/29/19;10;PMR ida y vuelta;4
3/29/19;21;Acomp PMR  ida;2
3/29/19;22;Acomp PMR  ida y vuelta;4
3/29/19;24;Invitacion RSC Ida y vuelta;42
3/29/19;25;Desempleados Ida y vuelta;3
3/29/19;26;Fam Num Ida y vuelta;5
3/29/19;33;C joven ida y vuelta;10
3/29/19;120;Madrid City Tour Ida y vuelta;16
3/29/19;123;chancla chico;1
3/29/19;130;Family Check Ida y vuelta;3
3/29/19;131;Urban check Ida y vuelta;8
3/30/19;1;Adulto ida;595
3/30/19;2;Adulto Ida y vuelta;1180
3/30/19;3;Infantil ida;31
3/30/19;4;Infantil ida y vuelta;135
3/30/19;5;Junior ida;99
3/30/19;6;Junior ida y vuelta;268
3/30/19;7;Senior ida;20
3/30/19;8;Senior ida y vuelta;78
3/30/19;9;PMR ida;12
3/30/19;10;PMR ida y vuelta;51
3/30/19;21;Acomp PMR  ida;10
3/30/19;22;Acomp PMR  ida y vuelta;39
3/30/19;25;Desempleados Ida y vuelta;10
3/30/19;26;Fam Num Ida y vuelta;71
3/30/19;33;C joven ida y vuelta;47
3/30/19;120;Madrid City Tour Ida y vuelta;9
3/30/19;130;Family Check Ida y vuelta;59
3/30/19;131;Urban check Ida y vuelta;33
3/31/19;1;Adulto ida;178
3/31/19;2;Adulto Ida y vuelta;763
3/31/19;4;Infantil ida y vuelta;92
3/31/19;5;Junior ida;10
3/31/19;6;Junior ida y vuelta;148
3/31/19;7;Senior ida;4
3/31/19;8;Senior ida y vuelta;25
3/31/19;10;PMR ida y vuelta;9
3/31/19;22;Acomp PMR  ida y vuelta;9
3/31/19;25;Desempleados Ida y vuelta;3
3/31/19;26;Fam Num Ida y vuelta;79
3/31/19;33;C joven ida y vuelta;24
3/31/19;39;Monumento grande;1
3/31/19;128;pareo;1
3/31/19;130;Family Check Ida y vuelta;43
3/31/19;131;Urban check Ida y vuelta;14
