"station","name","date","tavg","tmax","tmin"
"SPE00120296","MADRID GETAFE, SP","2012-02","42.8","54.9","30.7"
"SPE00120296","MADRID GETAFE, SP","2012-03","52.9","64.7","41.1"
"SPE00120296","MADRID GETAFE, SP","2012-04","52.7","61.3","44.1"
"SPE00120296","MADRID GETAFE, SP","2012-05","67.6","79.2","56.0"
"SPE00120296","MADRID GETAFE, SP","2012-06","76.7","88.4","65.0"
"SPE00120296","MADRID GETAFE, SP","2012-07","79.8","92.8","66.8"
"SPE00120296","MADRID GETAFE, SP","2012-08","81.0","93.7","68.3"
"SPE00120296","MADRID GETAFE, SP","2012-09","71.1","81.8","60.3"
"SPE00120296","MADRID GETAFE, SP","2012-10","59.8","68.7","50.9"
"SPE00120296","MADRID GETAFE, SP","2012-11","50.8","57.0","44.5"
"SPE00120296","MADRID GETAFE, SP","2012-12","44.1","51.3","36.9"
"SPE00120296","MADRID GETAFE, SP","2013-01","44.1","51.4","36.7"
"SPE00120296","MADRID GETAFE, SP","2013-02","44.4","52.6","36.2"
"SPE00120296","MADRID GETAFE, SP","2013-03","49.1","56.1","42.2"
"SPE00120296","MADRID GETAFE, SP","2013-04","55.1","64.5","45.6"
"SPE00120296","MADRID GETAFE, SP","2013-05","59.4","69.7","49.2"
"SPE00120296","MADRID GETAFE, SP","2013-06","70.8","83.1","58.5"
"SPE00120296","MADRID GETAFE, SP","2013-07","81.5","93.8","69.2"
"SPE00120296","MADRID GETAFE, SP","2013-08","80.7","93.1","68.3"
"SPE00120296","MADRID GETAFE, SP","2013-09","73.1","84.3","62.0"
"SPE00120296","MADRID GETAFE, SP","2013-10","62.6","71.6","53.5"
"SPE00120296","MADRID GETAFE, SP","2013-11","48.9","58.2","39.7"
"SPE00120296","MADRID GETAFE, SP","2013-12","43.3","52.9","33.7"
"SPE00120296","MADRID GETAFE, SP","2014-01","46.2","52.7","39.6"
"SPE00120296","MADRID GETAFE, SP","2014-02","45.7","52.6","38.7"
"SPE00120296","MADRID GETAFE, SP","2014-03","53.0","63.2","42.7"
"SPE00120296","MADRID GETAFE, SP","2014-04","61.6","71.9","51.3"
"SPE00120296","MADRID GETAFE, SP","2014-05","65.2","76.4","54.0"
"SPE00120296","MADRID GETAFE, SP","2014-06","72.7","84.2","61.2"
"SPE00120296","MADRID GETAFE, SP","2014-07","77.4","89.1","65.6"
"SPE00120296","MADRID GETAFE, SP","2014-08","78.4","90.0","66.8"
"SPE00120296","MADRID GETAFE, SP","2014-09","71.4","81.7","61.1"
"SPE00120296","MADRID GETAFE, SP","2014-10","65.1","74.9","55.2"
"SPE00120296","MADRID GETAFE, SP","2014-11","52.5","59.5","45.5"
"SPE00120296","MADRID GETAFE, SP","2014-12","44.6","54.4","34.9"
"SPE00120296","MADRID GETAFE, SP","2015-01","42.8","53.8","31.8"
"SPE00120296","MADRID GETAFE, SP","2015-02","44.8","52.5","37.1"
"SPE00120296","MADRID GETAFE, SP","2015-03","52.8","63.4","42.3"
"SPE00120296","MADRID GETAFE, SP","2015-04","58.6","68.8","48.3"
"SPE00120296","MADRID GETAFE, SP","2015-05","68.2","81.2","55.2"
"SPE00120296","MADRID GETAFE, SP","2015-06","76.4","88.6","64.2"
"SPE00120296","MADRID GETAFE, SP","2015-07","85.8","98.2","73.3"
"SPE00120296","MADRID GETAFE, SP","2015-08","78.9","91.0","66.9"
"SPE00120296","MADRID GETAFE, SP","2015-09","69.3","80.1","58.4"
"SPE00120296","MADRID GETAFE, SP","2015-10","60.7","69.7","51.6"
"SPE00120296","MADRID GETAFE, SP","2015-11","53.9","64.4","43.4"
"SPE00120296","MADRID GETAFE, SP","2015-12","48.9","58.3","39.5"
"SPE00120296","MADRID GETAFE, SP","2016-01","46.9","53.6","40.2"
"SPE00120296","MADRID GETAFE, SP","2016-02","47.1","55.1","39.1"
"SPE00120296","MADRID GETAFE, SP","2016-03","49.3","59.1","39.4"
"SPE00120296","MADRID GETAFE, SP","2016-04","54.3","63.4","45.2"
"SPE00120296","MADRID GETAFE, SP","2016-05","61.5","71.0","52.1"
"SPE00120296","MADRID GETAFE, SP","2016-06","75.2","87.7","62.7"
"SPE00120296","MADRID GETAFE, SP","2016-07","83.0","95.8","70.2"
"SPE00120296","MADRID GETAFE, SP","2016-08","81.7","94.3","69.2"
"SPE00120296","MADRID GETAFE, SP","2016-09","73.8","85.7","61.9"
"SPE00120296","MADRID GETAFE, SP","2016-10","63.5","73.0","54.0"
"SPE00120296","MADRID GETAFE, SP","2016-11","50.1","57.5","42.6"
"SPE00120296","MADRID GETAFE, SP","2016-12","46.5","54.4","38.6"
"SPE00120296","MADRID GETAFE, SP","2017-01","42.8","52.2","33.4"
"SPE00120296","MADRID GETAFE, SP","2017-02","48.3","56.2","40.3"
"SPE00120296","MADRID GETAFE, SP","2017-03","53.0","63.8","42.2"
"SPE00120296","MADRID GETAFE, SP","2017-04","60.5","72.5","48.4"
"SPE00120296","MADRID GETAFE, SP","2017-05","68.4","80.0","56.9"
"SPE00120296","MADRID GETAFE, SP","2017-06","79.6","91.9","67.3"
"SPE00120296","MADRID GETAFE, SP","2017-07","80.3","92.8","67.8"
"SPE00120296","MADRID GETAFE, SP","2017-08","80.3","92.2","68.5"
"SPE00120296","MADRID GETAFE, SP","2017-09","71.3","82.9","59.6"
"SPE00120296","MADRID GETAFE, SP","2017-10","66.3","78.2","54.5"
"SPE00120296","MADRID GETAFE, SP","2017-11","50.9","61.5","40.3"
"SPE00120296","MADRID GETAFE, SP","2017-12","43.6","52.5","34.7"
"SPE00120296","MADRID GETAFE, SP","2018-01","44.9","51.5","38.3"
"SPE00120296","MADRID GETAFE, SP","2018-02","43.4","51.1","35.7"
"SPE00120296","MADRID GETAFE, SP","2018-03","47.9","54.7","41.1"
"SPE00120296","MADRID GETAFE, SP","2018-04","56.2","64.8","47.5"
"SPE00120296","MADRID GETAFE, SP","2018-05","62.7","72.4","53.0"
"SPE00120296","MADRID GETAFE, SP","2018-06","71.9","82.1","61.6"
"SPE00120296","MADRID GETAFE, SP","2018-07","78.7","90.3","67.1"
"SPE00120296","MADRID GETAFE, SP","2018-08","81.8","93.2","70.3"
"SPE00120296","MADRID GETAFE, SP","2018-09","75.3","85.4","65.1"
"SPE00120296","MADRID GETAFE, SP","2018-10","59.8","67.4","52.2"
"SPE00120296","MADRID GETAFE, SP","2018-11","50.6","56.2","45.1"
"SP000008215","NAVACERRADA, SP","1946-01","29.2","35.9","22.4"
"SP000008215","NAVACERRADA, SP","1946-03","34.7","41.4","28.0"
"SP000008215","NAVACERRADA, SP","1946-04","38.1","44.3","31.8"
"SP000008215","NAVACERRADA, SP","1946-05","40.0","46.4","33.6"
"SP000008215","NAVACERRADA, SP","1946-06","53.5","65.5","41.5"
"SP000008215","NAVACERRADA, SP","1946-07","63.6","76.7","50.6"
"SP000008215","NAVACERRADA, SP","1946-08","60.0","72.2","47.7"
"SP000008215","NAVACERRADA, SP","1946-09","55.2","65.8","44.6"
"SP000008215","NAVACERRADA, SP","1946-10","47.1","54.4","39.7"
"SP000008215","NAVACERRADA, SP","1946-11","36.0","43.4","28.6"
"SP000008215","NAVACERRADA, SP","1946-12","27.6","34.2","21.1"
"SP000008215","NAVACERRADA, SP","1947-01","30.1","37.4","22.8"
"SP000008215","NAVACERRADA, SP","1947-03","37.0","41.8","32.2"
"SP000008215","NAVACERRADA, SP","1947-04","46.0","55.3","36.8"
"SP000008215","NAVACERRADA, SP","1947-05","47.2","54.9","39.4"
"SP000008215","NAVACERRADA, SP","1947-06","60.3","70.4","50.2"
"SP000008215","NAVACERRADA, SP","1947-07","64.6","74.0","55.1"
"SP000008215","NAVACERRADA, SP","1947-08","60.3","70.5","50.1"
"SP000008215","NAVACERRADA, SP","1947-09","52.9","60.3","45.5"
"SP000008215","NAVACERRADA, SP","1947-10","46.6","53.2","40.0"
"SP000008215","NAVACERRADA, SP","1947-11","46.2","53.9","38.5"
"SP000008215","NAVACERRADA, SP","1947-12","31.0","37.6","24.3"
"SP000008215","NAVACERRADA, SP","1948-01","33.0","38.2","27.7"
"SP000008215","NAVACERRADA, SP","1948-02","39.2","46.5","32.0"
"SP000008215","NAVACERRADA, SP","1948-03","41.7","48.5","34.8"
"SP000008215","NAVACERRADA, SP","1948-04","38.7","45.5","31.8"
"SP000008215","NAVACERRADA, SP","1948-05","42.1","48.0","36.2"
"SP000008215","NAVACERRADA, SP","1948-06","55.8","66.1","45.6"
"SP000008215","NAVACERRADA, SP","1948-07","61.7","71.9","51.4"
"SP000008215","NAVACERRADA, SP","1948-08","61.3","71.8","50.8"
"SP000008215","NAVACERRADA, SP","1948-09","57.6","67.5","47.8"
"SP000008215","NAVACERRADA, SP","1948-10","45.8","53.8","37.8"
"SP000008215","NAVACERRADA, SP","1948-11","46.3","54.0","38.6"
"SP000008215","NAVACERRADA, SP","1948-12","33.4","39.1","27.7"
"SP000008215","NAVACERRADA, SP","1949-01","28.8","36.5","21.1"
"SP000008215","NAVACERRADA, SP","1949-03","31.9","40.0","23.8"
"SP000008215","NAVACERRADA, SP","1949-04","47.8","58.9","36.7"
"SP000008215","NAVACERRADA, SP","1949-05","41.2","49.6","32.9"
"SP000008215","NAVACERRADA, SP","1949-06","54.3","63.6","45.0"
"SP000008215","NAVACERRADA, SP","1949-07","63.8","73.8","53.7"
"SP000008215","NAVACERRADA, SP","1949-08","64.3","74.3","54.3"
"SP000008215","NAVACERRADA, SP","1949-09","52.0","57.6","46.4"
"SP000008215","NAVACERRADA, SP","1949-10","46.6","54.2","39.0"
"SP000008215","NAVACERRADA, SP","1949-11","35.9","41.9","29.9"
"SP000008215","NAVACERRADA, SP","1949-12","32.6","38.6","26.5"
"SP000008215","NAVACERRADA, SP","1950-01","31.1","37.0","25.1"
"SP000008215","NAVACERRADA, SP","1950-03","36.6","44.0","29.3"
"SP000008215","NAVACERRADA, SP","1950-04","38.9","48.0","29.7"
"SP000008215","NAVACERRADA, SP","1950-05","43.2","50.5","35.9"
"SP000008215","NAVACERRADA, SP","1950-06","55.5","64.5","46.5"
"SP000008215","NAVACERRADA, SP","1950-07","63.9","75.1","52.8"
"SP000008215","NAVACERRADA, SP","1950-08","59.5","70.6","48.4"
"SP000008215","NAVACERRADA, SP","1950-09","54.5","64.7","44.4"
"SP000008215","NAVACERRADA, SP","1950-10","45.7","52.2","39.1"
"SP000008215","NAVACERRADA, SP","1950-11","40.1","46.7","33.5"
"SP000008215","NAVACERRADA, SP","1950-12","27.1","31.4","22.8"
"SP000008215","NAVACERRADA, SP","1951-01","29.1","33.8","24.5"
"SP000008215","NAVACERRADA, SP","1951-02","25.0","28.6","21.4"
"SP000008215","NAVACERRADA, SP","1951-03","32.1","38.2","26.0"
"SP000008215","NAVACERRADA, SP","1951-04","38.3","44.7","31.8"
"SP000008215","NAVACERRADA, SP","1951-05","37.2","43.2","31.2"
"SP000008215","NAVACERRADA, SP","1951-06","54.1","62.8","45.4"
"SP000008215","NAVACERRADA, SP","1951-07","61.4","72.4","50.3"
"SP000008215","NAVACERRADA, SP","1951-08","57.6","67.5","47.7"
"SP000008215","NAVACERRADA, SP","1951-09","54.4","62.6","46.1"
"SP000008215","NAVACERRADA, SP","1951-10","40.2","46.1","34.3"
"SP000008215","NAVACERRADA, SP","1951-11","35.6","41.4","29.7"
"SP000008215","NAVACERRADA, SP","1951-12","33.5","39.3","27.8"
"SP000008215","NAVACERRADA, SP","1952-01","25.8","31.2","20.4"
"SP000008215","NAVACERRADA, SP","1952-02","28.6","34.0","23.2"
"SP000008215","NAVACERRADA, SP","1952-03","39.8","46.5","33.1"
"SP000008215","NAVACERRADA, SP","1952-04","37.8","44.3","31.2"
"SP000008215","NAVACERRADA, SP","1952-05","44.6","51.5","37.7"
"SP000008215","NAVACERRADA, SP","1952-06","55.7","64.1","47.2"
"SP000008215","NAVACERRADA, SP","1952-07","59.9","68.4","51.3"
"SP000008215","NAVACERRADA, SP","1952-08","57.6","67.5","47.8"
"SP000008215","NAVACERRADA, SP","1952-09","48.7","57.4","40.1"
"SP000008215","NAVACERRADA, SP","1952-10","45.5","52.6","38.4"
"SP000008215","NAVACERRADA, SP","1952-11","36.5","42.7","30.3"
"SP000008215","NAVACERRADA, SP","1952-12","32.0","37.9","26.1"
"SP000008215","NAVACERRADA, SP","1953-01","29.7","35.4","24.1"
"SP000008215","NAVACERRADA, SP","1953-02","29.8","37.1","22.5"
"SP000008215","NAVACERRADA, SP","1953-03","34.6","42.7","26.4"
"SP000008215","NAVACERRADA, SP","1953-04","37.9","45.0","30.8"
"SP000008215","NAVACERRADA, SP","1953-05","50.3","59.4","41.2"
"SP000008215","NAVACERRADA, SP","1953-06","50.0","58.3","41.6"
"SP000008215","NAVACERRADA, SP","1953-07","61.7","71.8","51.5"
"SP000008215","NAVACERRADA, SP","1953-08","64.4","74.3","54.4"
"SP000008215","NAVACERRADA, SP","1953-09","54.0","61.5","46.5"
"SP000008215","NAVACERRADA, SP","1953-10","43.1","49.0","37.3"
"SP000008215","NAVACERRADA, SP","1953-11","39.9","45.9","33.9"
"SP000008215","NAVACERRADA, SP","1953-12","32.9","35.9","29.9"
"SP000008215","NAVACERRADA, SP","1954-01","26.0","31.6","20.5"
"SP000008215","NAVACERRADA, SP","1954-02","27.0","31.3","22.7"
"SP000008215","NAVACERRADA, SP","1954-03","32.3","37.4","27.1"
"SP000008215","NAVACERRADA, SP","1954-04","35.9","43.2","28.7"
"SP000008215","NAVACERRADA, SP","1954-05","45.9","53.7","38.2"
"SP000008215","NAVACERRADA, SP","1954-06","53.7","62.3","45.0"
"SP000008215","NAVACERRADA, SP","1954-07","63.3","74.0","52.5"
"SP000008215","NAVACERRADA, SP","1954-08","59.1","69.8","48.3"
"SP000008215","NAVACERRADA, SP","1954-09","58.0","67.4","48.5"
"SP000008215","NAVACERRADA, SP","1954-10","49.8","56.6","43.0"
"SP000008215","NAVACERRADA, SP","1954-11","39.6","44.7","34.4"
"SP000008215","NAVACERRADA, SP","1954-12","33.9","38.8","28.9"
"SP000008215","NAVACERRADA, SP","1955-01","32.9","36.0","29.9"
"SP000008215","NAVACERRADA, SP","1955-02","29.1","34.5","23.6"
"SP000008215","NAVACERRADA, SP","1955-03","30.5","37.1","24.0"
"SP000008215","NAVACERRADA, SP","1955-04","44.9","52.8","36.9"
"SP000008215","NAVACERRADA, SP","1955-05","49.9","57.8","42.1"
"SP000008215","NAVACERRADA, SP","1955-06","53.7","61.8","45.5"
"SP000008215","NAVACERRADA, SP","1955-07","62.1","70.9","53.3"
"SP000008215","NAVACERRADA, SP","1955-08","62.4","71.2","53.5"
"SP000008215","NAVACERRADA, SP","1955-09","53.9","61.9","45.9"
"SP000008215","NAVACERRADA, SP","1955-10","44.7","51.2","38.2"
"SP000008215","NAVACERRADA, SP","1955-11","36.4","41.7","31.0"
"SP000008215","NAVACERRADA, SP","1955-12","36.5","41.3","31.7"
"SP000008215","NAVACERRADA, SP","1956-01","29.4","35.0","23.8"
"SP000008215","NAVACERRADA, SP","1956-02","18.2","25.6","10.8"
"SP000008215","NAVACERRADA, SP","1956-03","35.6","42.0","29.3"
"SP000008215","NAVACERRADA, SP","1956-04","34.4","38.9","30.0"
"SP000008215","NAVACERRADA, SP","1956-05","44.1","51.3","36.9"
"SP000008215","NAVACERRADA, SP","1956-06","51.7","60.5","43.0"
"SP000008215","NAVACERRADA, SP","1956-07","57.6","67.7","47.5"
"SP000008215","NAVACERRADA, SP","1956-08","57.8","67.4","48.1"
"SP000008215","NAVACERRADA, SP","1956-09","51.6","58.9","44.3"
"SP000008215","NAVACERRADA, SP","1956-10","44.3","50.2","38.5"
"SP000008215","NAVACERRADA, SP","1956-11","30.5","35.8","25.1"
"SP000008215","NAVACERRADA, SP","1956-12","33.7","39.3","28.1"
"SP000008215","NAVACERRADA, SP","1957-01","30.3","38.0","22.5"
"SP000008215","NAVACERRADA, SP","1957-02","33.9","40.3","27.5"
"SP000008215","NAVACERRADA, SP","1957-03","40.5","46.6","34.4"
"SP000008215","NAVACERRADA, SP","1957-04","35.9","43.1","28.5"
"SP000008215","NAVACERRADA, SP","1957-05","42.5","50.0","35.0"
"SP000008215","NAVACERRADA, SP","1957-06","49.5","57.1","42.0"
"SP000008215","NAVACERRADA, SP","1957-07","59.7","70.1","49.4"
"SP000008215","NAVACERRADA, SP","1957-08","62.3","72.4","52.2"
"SP000008215","NAVACERRADA, SP","1957-09","55.6","64.2","47.0"
"SP000008215","NAVACERRADA, SP","1957-10","45.2","52.0","38.5"
"SP000008215","NAVACERRADA, SP","1957-11","35.0","40.1","29.8"
"SP000008215","NAVACERRADA, SP","1957-12","29.3","34.7","23.8"
"SP000008215","NAVACERRADA, SP","1958-01","29.2","33.9","24.6"
"SP000008215","NAVACERRADA, SP","1958-02","33.8","38.9","28.6"
"SP000008215","NAVACERRADA, SP","1958-03","31.1","36.4","25.8"
"SP000008215","NAVACERRADA, SP","1958-04","34.7","41.5","27.9"
"SP000008215","NAVACERRADA, SP","1958-05","47.4","55.7","39.1"
"SP000008215","NAVACERRADA, SP","1958-06","49.2","57.3","41.2"
"SP000008215","NAVACERRADA, SP","1958-07","58.5","68.8","48.2"
"SP000008215","NAVACERRADA, SP","1958-08","58.9","68.0","49.8"
"SP000008215","NAVACERRADA, SP","1958-09","57.8","65.7","49.9"
"SP000008215","NAVACERRADA, SP","1958-10","42.9","49.2","36.7"
"SP000008215","NAVACERRADA, SP","1958-11","34.1","38.9","29.3"
"SP000008215","NAVACERRADA, SP","1958-12","31.8","35.9","27.8"
"SP000008215","NAVACERRADA, SP","1959-01","34.3","38.4","30.2"
"SP000008215","NAVACERRADA, SP","1959-02","32.2","37.7","26.8"
"SP000008215","NAVACERRADA, SP","1959-03","33.3","38.0","28.6"
"SP000008215","NAVACERRADA, SP","1959-04","36.3","42.8","29.9"
"SP000008215","NAVACERRADA, SP","1959-05","42.9","49.5","36.4"
"SP000008215","NAVACERRADA, SP","1959-06","53.4","62.2","44.5"
"SP000008215","NAVACERRADA, SP","1959-07","63.3","71.9","54.6"
"SP000008215","NAVACERRADA, SP","1959-08","58.6","67.1","50.1"
"SP000008215","NAVACERRADA, SP","1959-09","49.4","55.5","43.2"
"SP000008215","NAVACERRADA, SP","1959-10","42.2","47.0","37.3"
"SP000008215","NAVACERRADA, SP","1959-11","34.5","39.7","29.2"
"SP000008215","NAVACERRADA, SP","1959-12","29.8","33.7","25.9"
"SP000008215","NAVACERRADA, SP","1960-01","31.1","36.5","25.7"
"SP000008215","NAVACERRADA, SP","1960-02","30.6","35.8","25.3"
"SP000008215","NAVACERRADA, SP","1960-03","34.2","39.5","29.1"
"SP000008215","NAVACERRADA, SP","1960-04","39.3","46.5","32.0"
"SP000008215","NAVACERRADA, SP","1960-05","46.5","53.6","39.5"
"SP000008215","NAVACERRADA, SP","1960-06","56.5","64.5","48.5"
"SP000008215","NAVACERRADA, SP","1960-07","58.7","69.0","48.5"
"SP000008215","NAVACERRADA, SP","1960-08","57.9","68.2","47.7"
"SP000008215","NAVACERRADA, SP","1960-09","52.8","60.6","45.0"
"SP000008215","NAVACERRADA, SP","1960-10","36.7","41.8","31.7"
"SP000008215","NAVACERRADA, SP","1960-11","35.9","41.1","30.7"
"SP000008215","NAVACERRADA, SP","1960-12","25.5","28.9","22.2"
"SP000008215","NAVACERRADA, SP","1961-01","27.5","32.4","22.7"
"SP000008215","NAVACERRADA, SP","1961-03","43.1","49.8","36.4"
"SP000008215","NAVACERRADA, SP","1961-04","39.4","45.8","33.1"
"SP000008215","NAVACERRADA, SP","1961-05","49.0","56.7","41.2"
"SP000008215","NAVACERRADA, SP","1961-06","53.3","61.3","45.3"
"SP000008215","NAVACERRADA, SP","1961-07","59.9","68.7","51.0"
"SP000008215","NAVACERRADA, SP","1961-08","62.7","71.7","53.7"
"SP000008215","NAVACERRADA, SP","1961-09","56.0","63.8","48.2"
"SP000008215","NAVACERRADA, SP","1961-10","41.0","46.2","35.8"
"SP000008215","NAVACERRADA, SP","1961-11","33.1","37.0","29.2"
"SP000008215","NAVACERRADA, SP","1961-12","36.8","41.8","31.9"
"SP000008215","NAVACERRADA, SP","1962-01","31.4","37.3","25.4"
"SP000008215","NAVACERRADA, SP","1962-03","31.0","36.2","25.7"
"SP000008215","NAVACERRADA, SP","1962-04","37.1","43.3","30.8"
"SP000008215","NAVACERRADA, SP","1962-05","44.5","52.1","36.8"
"SP000008215","NAVACERRADA, SP","1962-06","54.2","62.1","46.4"
"SP000008215","NAVACERRADA, SP","1962-07","61.1","71.1","51.2"
"SP000008215","NAVACERRADA, SP","1962-08","64.9","75.3","54.5"
"SP000008215","NAVACERRADA, SP","1962-09","56.7","65.7","47.8"
"SP000008215","NAVACERRADA, SP","1962-10","46.7","52.1","41.4"
"SP000008215","NAVACERRADA, SP","1962-11","29.5","33.8","25.2"
"SP000008215","NAVACERRADA, SP","1962-12","29.6","34.3","24.9"
"SP000008215","NAVACERRADA, SP","1963-01","27.0","30.6","23.3"
"SP000008215","NAVACERRADA, SP","1963-02",,,"19.6"
"SP000008215","NAVACERRADA, SP","1963-03","30.8","35.7","25.8"
"SP000008215","NAVACERRADA, SP","1963-04","36.0","41.8","30.1"
"SP000008215","NAVACERRADA, SP","1963-05","45.0","53.6","36.4"
"SP000008215","NAVACERRADA, SP","1963-06","51.3","59.2","43.4"
"SP000008215","NAVACERRADA, SP","1963-07","60.0","69.1","50.9"
"SP000008215","NAVACERRADA, SP","1963-08","57.7","67.4","48.0"
"SP000008215","NAVACERRADA, SP","1963-09","49.7","57.2","42.3"
"SP000008215","NAVACERRADA, SP","1963-10","49.2","57.7","40.8"
"SP000008215","NAVACERRADA, SP","1963-11","35.5","41.1","30.0"
"SP000008215","NAVACERRADA, SP","1963-12","26.8","32.4","21.3"
"SP000008215","NAVACERRADA, SP","1964-01","30.3","36.6","23.9"
"SP000008215","NAVACERRADA, SP","1964-02","31.9","37.6","26.2"
"SP000008215","NAVACERRADA, SP","1964-03","29.4","35.5","23.4"
"SP000008215","NAVACERRADA, SP","1964-04","36.8","43.0","30.6"
"SP000008215","NAVACERRADA, SP","1964-05","52.5","60.6","44.4"
"SP000008215","NAVACERRADA, SP","1964-06","51.9","59.8","44.0"
"SP000008215","NAVACERRADA, SP","1964-07","61.1","69.3","52.9"
"SP000008215","NAVACERRADA, SP","1964-08","60.9","70.9","50.9"
"SP000008215","NAVACERRADA, SP","1964-09","59.1","66.9","51.3"
"SP000008215","NAVACERRADA, SP","1964-10","40.2","46.6","33.9"
"SP000008215","NAVACERRADA, SP","1964-11","41.1","47.4","34.7"
"SP000008215","NAVACERRADA, SP","1964-12","28.0","32.2","23.8"
"SP000008215","NAVACERRADA, SP","1965-01","27.8","32.5","23.1"
"SP000008215","NAVACERRADA, SP","1965-02",,,"19.9"
"SP000008215","NAVACERRADA, SP","1965-03","32.1","36.6","27.7"
"SP000008215","NAVACERRADA, SP","1965-04","36.1","42.8","29.5"
"SP000008215","NAVACERRADA, SP","1965-05","49.1","57.7","40.6"
"SP000008215","NAVACERRADA, SP","1965-06","56.6","65.1","48.2"
"SP000008215","NAVACERRADA, SP","1965-07","58.3","68.3","48.3"
"SP000008215","NAVACERRADA, SP","1965-08","60.4","70.0","50.9"
"SP000008215","NAVACERRADA, SP","1965-09","48.5","56.5","40.6"
"SP000008215","NAVACERRADA, SP","1965-10","43.6","47.5","39.7"
"SP000008215","NAVACERRADA, SP","1965-11","32.5","36.9","28.1"
"SP000008215","NAVACERRADA, SP","1965-12","32.1","38.0","26.3"
"SP000008215","NAVACERRADA, SP","1966-01","34.7","38.9","30.6"
"SP000008215","NAVACERRADA, SP","1966-03","34.3","40.8","27.7"
"SP000008215","NAVACERRADA, SP","1966-04","36.4","42.3","30.6"
"SP000008215","NAVACERRADA, SP","1966-05","46.5","54.2","38.8"
"SP000008215","NAVACERRADA, SP","1966-06","51.2","58.8","43.5"
"SP000008215","NAVACERRADA, SP","1966-07","59.8","68.5","51.0"
"SP000008215","NAVACERRADA, SP","1966-08","61.4","70.7","52.1"
"SP000008215","NAVACERRADA, SP","1966-09","57.3","64.7","49.9"
"SP000008215","NAVACERRADA, SP","1966-10","38.6","42.6","34.5"
"SP000008215","NAVACERRADA, SP","1966-11","28.8","32.6","25.0"
"SP000008215","NAVACERRADA, SP","1966-12","32.4","37.3","27.5"
"SP000008215","NAVACERRADA, SP","1967-01","31.9","36.4","27.3"
"SP000008215","NAVACERRADA, SP","1967-03","39.0","44.6","33.5"
"SP000008215","NAVACERRADA, SP","1967-04","35.9","41.8","29.9"
"SP000008215","NAVACERRADA, SP","1967-05","39.6","45.9","33.4"
"SP000008215","NAVACERRADA, SP","1967-06","49.8","56.7","43.0"
"SP000008215","NAVACERRADA, SP","1967-07","65.5","74.1","56.8"
"SP000008215","NAVACERRADA, SP","1967-08","61.0","69.9","52.0"
"SP000008215","NAVACERRADA, SP","1967-09","53.2","60.6","45.8"
"SP000008215","NAVACERRADA, SP","1967-10","47.7","53.1","42.2"
"SP000008215","NAVACERRADA, SP","1967-11","34.1","37.7","30.5"
"SP000008215","NAVACERRADA, SP","1967-12","29.9","34.1","25.7"
"SP000008215","NAVACERRADA, SP","1968-01","31.9","37.0","26.9"
"SP000008215","NAVACERRADA, SP","1968-02","28.6","32.1","25.1"
"SP000008215","NAVACERRADA, SP","1968-03","30.8","35.5","26.1"
"SP000008215","NAVACERRADA, SP","1968-04","35.8","40.8","30.8"
"SP000008215","NAVACERRADA, SP","1968-05","42.2","49.1","35.3"
"SP000008215","NAVACERRADA, SP","1968-06","55.8","63.9","47.6"
"SP000008215","NAVACERRADA, SP","1968-07","60.7","70.2","51.2"
"SP000008215","NAVACERRADA, SP","1968-08","58.3","66.7","50.0"
"SP000008215","NAVACERRADA, SP","1968-09","51.4","58.9","43.9"
"SP000008215","NAVACERRADA, SP","1968-10","52.2","59.0","45.4"
"SP000008215","NAVACERRADA, SP","1968-11","37.9","42.3","33.5"
"SP000008215","NAVACERRADA, SP","1968-12","30.0","33.3","26.7"
"SP000008215","NAVACERRADA, SP","1969-01","33.2","37.7","28.7"
"SP000008215","NAVACERRADA, SP","1969-02",,,"21.4"
"SP000008215","NAVACERRADA, SP","1969-03","30.2","34.4","25.9"
"SP000008215","NAVACERRADA, SP","1969-04","36.4","41.2","31.7"
"SP000008215","NAVACERRADA, SP","1969-05","41.3","46.8","35.8"
"SP000008215","NAVACERRADA, SP","1969-06","50.4","57.2","43.6"
"SP000008215","NAVACERRADA, SP","1969-07","62.8","70.6","55.0"
"SP000008215","NAVACERRADA, SP","1969-08","60.0","69.4","50.6"
"SP000008215","NAVACERRADA, SP","1969-09","45.8","51.5","40.1"
"SP000008215","NAVACERRADA, SP","1969-10","45.5","50.2","40.8"
"SP000008215","NAVACERRADA, SP","1969-11","34.0","39.0","29.0"
"SP000008215","NAVACERRADA, SP","1969-12","26.8","30.2","23.4"
"SP000008215","NAVACERRADA, SP","1970-01","31.6","35.0","28.1"
"SP000008215","NAVACERRADA, SP","1970-02",,,"25.1"
"SP000008215","NAVACERRADA, SP","1970-03","29.9","35.4","24.3"
"SP000008215","NAVACERRADA, SP","1970-04","37.0","44.7","29.3"
"SP000008215","NAVACERRADA, SP","1970-05","44.6","50.8","38.4"
"SP000008215","NAVACERRADA, SP","1970-06","52.1","59.3","44.8"
"SP000008215","NAVACERRADA, SP","1970-07","62.4","71.7","53.0"
"SP000008215","NAVACERRADA, SP","1970-08","58.4","66.5","50.2"
"SP000008215","NAVACERRADA, SP","1970-09","59.3","68.0","50.7"
"SP000008215","NAVACERRADA, SP","1970-10","43.8","50.8","36.8"
"SP000008215","NAVACERRADA, SP","1970-11","40.1","45.1","35.0"
