"station","name","date","tavg","tmax","tmin"
"SPE00120296","MADRID GETAFE, SP","1951-01","41.4","49.2","33.6"
"SPE00120296","MADRID GETAFE, SP","1951-02","41.7","48.0","35.4"
"SPE00120296","MADRID GETAFE, SP","1951-03","48.2","57.1","39.3"
"SPE00120296","MADRID GETAFE, SP","1951-04","53.1","63.8","42.3"
"SPE00120296","MADRID GETAFE, SP","1951-05","54.4","64.5","44.3"
"SPE00120296","MADRID GETAFE, SP","1951-06","69.5","82.3","56.6"
"SPE00120296","MADRID GETAFE, SP","1951-07","76.2","89.6","62.9"
"SPE00120296","MADRID GETAFE, SP","1951-08","72.4","85.2","59.5"
"SPE00120296","MADRID GETAFE, SP","1951-09","68.1","79.8","56.3"
"SPE00120296","MADRID GETAFE, SP","1951-10","54.4","63.7","45.0"
"SPE00120296","MADRID GETAFE, SP","1951-11","48.0","54.6","41.3"
"SPE00120296","MADRID GETAFE, SP","1951-12","44.1","51.3","36.9"
"SPE00120296","MADRID GETAFE, SP","1952-01","37.0","44.9","29.2"
"SPE00120296","MADRID GETAFE, SP","1952-02","42.6","52.9","32.4"
"SPE00120296","MADRID GETAFE, SP","1952-03","52.8","64.5","41.1"
"SPE00120296","MADRID GETAFE, SP","1952-04","53.9","64.0","43.8"
"SPE00120296","MADRID GETAFE, SP","1952-05","60.4","71.1","49.7"
"SPE00120296","MADRID GETAFE, SP","1952-06","71.0","83.4","58.7"
"SPE00120296","MADRID GETAFE, SP","1952-07","75.5","87.8","63.2"
"SPE00120296","MADRID GETAFE, SP","1952-08","72.6","84.8","60.5"
"SPE00120296","MADRID GETAFE, SP","1952-09","63.7","74.1","53.2"
"SPE00120296","MADRID GETAFE, SP","1952-10","59.4","68.9","49.9"
"SPE00120296","MADRID GETAFE, SP","1952-11","48.9","58.3","39.5"
"SPE00120296","MADRID GETAFE, SP","1952-12","41.8","49.3","34.3"
"SPE00120296","MADRID GETAFE, SP","1953-01","38.4","47.6","29.1"
"SPE00120296","MADRID GETAFE, SP","1953-02","40.8","51.2","30.5"
"SPE00120296","MADRID GETAFE, SP","1953-03","47.6","60.1","35.1"
"SPE00120296","MADRID GETAFE, SP","1953-04","52.9","63.0","42.8"
"SPE00120296","MADRID GETAFE, SP","1953-05","65.3","78.3","52.2"
"SPE00120296","MADRID GETAFE, SP","1953-06","67.1","78.3","55.8"
"SPE00120296","MADRID GETAFE, SP","1953-07","76.4","89.7","63.0"
"SPE00120296","MADRID GETAFE, SP","1953-08","78.0","91.8","64.2"
"SPE00120296","MADRID GETAFE, SP","1953-09","68.4","80.5","56.2"
"SPE00120296","MADRID GETAFE, SP","1953-10","56.8","66.1","47.5"
"SPE00120296","MADRID GETAFE, SP","1953-11","51.1","62.0","40.2"
"SPE00120296","MADRID GETAFE, SP","1953-12","47.5","53.9","41.0"
"SPE00120296","MADRID GETAFE, SP","1954-01","38.7","46.3","31.1"
"SPE00120296","MADRID GETAFE, SP","1954-02","42.3","51.2","33.3"
"SPE00120296","MADRID GETAFE, SP","1954-03","47.7","55.9","39.5"
"SPE00120296","MADRID GETAFE, SP","1954-04","52.0","62.7","41.3"
"SPE00120296","MADRID GETAFE, SP","1954-05","60.9","71.7","50.1"
"SPE00120296","MADRID GETAFE, SP","1954-06","68.8","81.0","56.5"
"SPE00120296","MADRID GETAFE, SP","1954-07","76.7","90.5","62.9"
"SPE00120296","MADRID GETAFE, SP","1954-08","72.5","85.0","60.0"
"SPE00120296","MADRID GETAFE, SP","1954-09","69.7","82.9","56.5"
"SPE00120296","MADRID GETAFE, SP","1954-10","61.3","73.3","49.3"
"SPE00120296","MADRID GETAFE, SP","1954-11","52.1","59.7","44.4"
"SPE00120296","MADRID GETAFE, SP","1954-12","44.1","52.6","35.7"
"SPE00120296","MADRID GETAFE, SP","1955-01","47.5","52.0","43.0"
"SPE00120296","MADRID GETAFE, SP","1955-02","43.9","49.6","38.2"
"SPE00120296","MADRID GETAFE, SP","1955-03","46.1","55.8","36.4"
"SPE00120296","MADRID GETAFE, SP","1955-04","58.1","70.1","46.0"
"SPE00120296","MADRID GETAFE, SP","1955-05","65.3","76.2","54.4"
"SPE00120296","MADRID GETAFE, SP","1955-06","69.9","81.4","58.4"
"SPE00120296","MADRID GETAFE, SP","1955-07","77.4","90.0","64.9"
"SPE00120296","MADRID GETAFE, SP","1955-08","76.5","89.2","63.9"
"SPE00120296","MADRID GETAFE, SP","1955-09","68.2","80.6","55.8"
"SPE00120296","MADRID GETAFE, SP","1955-10","57.7","67.9","47.5"
"SPE00120296","MADRID GETAFE, SP","1955-11","47.9","54.6","41.1"
"SPE00120296","MADRID GETAFE, SP","1955-12","46.0","52.3","39.8"
"SPE00120296","MADRID GETAFE, SP","1956-01","42.5","48.3","36.7"
"SPE00120296","MADRID GETAFE, SP","1956-02","34.7","43.4","26.1"
"SPE00120296","MADRID GETAFE, SP","1956-03","48.9","58.4","39.3"
"SPE00120296","MADRID GETAFE, SP","1956-04","51.5","60.0","43.0"
"SPE00120296","MADRID GETAFE, SP","1956-05","59.6","70.9","48.4"
"SPE00120296","MADRID GETAFE, SP","1956-06","67.6","79.2","56.0"
"SPE00120296","MADRID GETAFE, SP","1956-07","72.4","84.5","60.2"
"SPE00120296","MADRID GETAFE, SP","1956-08","72.2","84.2","60.2"
"SPE00120296","MADRID GETAFE, SP","1956-09","65.5","77.3","53.7"
"SPE00120296","MADRID GETAFE, SP","1956-10","57.7","67.9","47.5"
"SPE00120296","MADRID GETAFE, SP","1956-11","44.3","53.9","34.7"
"SPE00120296","MADRID GETAFE, SP","1956-12","39.4","50.1","28.7"
"SPE00120296","MADRID GETAFE, SP","1957-01","37.5","46.5","28.4"
"SPE00120296","MADRID GETAFE, SP","1957-02","46.5","54.1","38.8"
"SPE00120296","MADRID GETAFE, SP","1957-03","53.6","64.3","42.9"
"SPE00120296","MADRID GETAFE, SP","1957-04","52.4","63.5","41.3"
"SPE00120296","MADRID GETAFE, SP","1957-05","58.7","69.9","47.5"
"SPE00120296","MADRID GETAFE, SP","1957-06","65.8","77.5","54.2"
"SPE00120296","MADRID GETAFE, SP","1957-07","76.8","90.3","63.3"
"SPE00120296","MADRID GETAFE, SP","1957-08","77.4","90.5","64.3"
"SPE00120296","MADRID GETAFE, SP","1957-09","70.5","82.1","59.0"
"SPE00120296","MADRID GETAFE, SP","1957-10","57.2","67.8","46.7"
"SPE00120296","MADRID GETAFE, SP","1957-11","46.2","55.4","37.1"
"SPE00120296","MADRID GETAFE, SP","1957-12","38.3","46.6","30.0"
"SPE00120296","MADRID GETAFE, SP","1958-01","41.6","48.6","34.6"
"SPE00120296","MADRID GETAFE, SP","1958-02","47.5","56.8","38.2"
"SPE00120296","MADRID GETAFE, SP","1958-03","48.3","57.8","38.8"
"SPE00120296","MADRID GETAFE, SP","1958-04","51.5","62.7","40.4"
"SPE00120296","MADRID GETAFE, SP","1958-05","64.0","76.1","51.8"
"SPE00120296","MADRID GETAFE, SP","1958-06","66.9","77.8","56.0"
"SPE00120296","MADRID GETAFE, SP","1958-07","75.7","89.3","62.2"
"SPE00120296","MADRID GETAFE, SP","1958-08","75.3","88.0","62.6"
"SPE00120296","MADRID GETAFE, SP","1958-09","72.6","85.3","59.9"
"SPE00120296","MADRID GETAFE, SP","1958-10","58.5","68.8","48.1"
"SPE00120296","MADRID GETAFE, SP","1958-11","48.1","58.7","37.6"
"SPE00120296","MADRID GETAFE, SP","1958-12","45.3","50.8","39.9"
"SPE00120296","MADRID GETAFE, SP","1959-01","43.8","50.6","37.1"
"SPE00120296","MADRID GETAFE, SP","1959-02","44.3","54.1","34.6"
"SPE00120296","MADRID GETAFE, SP","1959-03","49.7","57.3","42.1"
"SPE00120296","MADRID GETAFE, SP","1959-04","53.3","63.7","42.9"
"SPE00120296","MADRID GETAFE, SP","1959-05","59.7","69.7","49.7"
"SPE00120296","MADRID GETAFE, SP","1959-06","70.2","82.7","57.8"
"SPE00120296","MADRID GETAFE, SP","1959-07","79.2","92.8","65.6"
"SPE00120296","MADRID GETAFE, SP","1959-08","73.9","86.0","61.8"
"SPE00120296","MADRID GETAFE, SP","1959-09","65.7","74.7","56.7"
"SPE00120296","MADRID GETAFE, SP","1959-10","57.4","65.6","49.2"
"SPE00120296","MADRID GETAFE, SP","1959-11","48.1","56.6","39.6"
"SPE00120296","MADRID GETAFE, SP","1959-12","44.0","49.2","38.7"
"SPE00120296","MADRID GETAFE, SP","1960-01","41.9","48.6","35.2"
"SPE00120296","MADRID GETAFE, SP","1960-02","44.6","51.3","37.9"
"SPE00120296","MADRID GETAFE, SP","1960-03","49.9","58.3","41.6"
"SPE00120296","MADRID GETAFE, SP","1960-04","55.5","67.6","43.3"
"SPE00120296","MADRID GETAFE, SP","1960-05","62.3","73.8","50.9"
"SPE00120296","MADRID GETAFE, SP","1960-06","73.2","85.5","60.9"
"SPE00120296","MADRID GETAFE, SP","1960-07","76.6","90.0","63.2"
"SPE00120296","MADRID GETAFE, SP","1960-08","73.1","86.3","59.9"
"SPE00120296","MADRID GETAFE, SP","1960-09","68.3","79.8","56.7"
"SPE00120296","MADRID GETAFE, SP","1960-10","53.2","60.3","46.0"
"SPE00120296","MADRID GETAFE, SP","1960-11","48.2","54.3","42.2"
"SPE00120296","MADRID GETAFE, SP","1960-12","40.2","46.7","33.8"
"SPE00120296","MADRID GETAFE, SP","1961-01","39.7","46.1","33.3"
"SPE00120296","MADRID GETAFE, SP","1961-02","49.7","61.8","37.7"
"SPE00120296","MADRID GETAFE, SP","1961-03","53.9","67.5","40.4"
"SPE00120296","MADRID GETAFE, SP","1961-04","56.3","66.4","46.2"
"SPE00120296","MADRID GETAFE, SP","1961-05","64.7","76.9","52.5"
"SPE00120296","MADRID GETAFE, SP","1961-06","70.8","83.9","57.8"
"SPE00120296","MADRID GETAFE, SP","1961-07","77.2","90.1","64.3"
"SPE00120296","MADRID GETAFE, SP","1961-08","77.3","91.1","63.4"
"SPE00120296","MADRID GETAFE, SP","1961-09","71.1","83.0","59.2"
"SPE00120296","MADRID GETAFE, SP","1961-10","57.3","66.8","47.8"
"SPE00120296","MADRID GETAFE, SP","1961-11","48.7","55.3","42.1"
"SPE00120296","MADRID GETAFE, SP","1961-12","44.5","51.1","37.8"
"SPE00120296","MADRID GETAFE, SP","1962-01","44.4","52.9","35.9"
"SPE00120296","MADRID GETAFE, SP","1962-02","44.6","56.3","32.9"
"SPE00120296","MADRID GETAFE, SP","1962-03","47.5","54.7","40.3"
"SPE00120296","MADRID GETAFE, SP","1962-04","53.5","63.2","43.8"
"SPE00120296","MADRID GETAFE, SP","1962-05","61.0","72.8","49.2"
"SPE00120296","MADRID GETAFE, SP","1962-06","70.5","83.7","57.3"
"SPE00120296","MADRID GETAFE, SP","1962-07","77.3","91.6","63.0"
"SPE00120296","MADRID GETAFE, SP","1962-08","79.5","94.2","64.9"
"SPE00120296","MADRID GETAFE, SP","1962-09","71.9","84.3","59.5"
"SPE00120296","MADRID GETAFE, SP","1962-10","62.2","71.5","52.8"
"SPE00120296","MADRID GETAFE, SP","1962-11","44.6","53.0","36.1"
"SPE00120296","MADRID GETAFE, SP","1962-12","39.2","48.6","29.8"
"SPE00120296","MADRID GETAFE, SP","1963-01","42.1","48.1","36.0"
"SPE00120296","MADRID GETAFE, SP","1963-02","39.8","46.2","33.4"
"SPE00120296","MADRID GETAFE, SP","1963-03","49.3","57.5","41.1"
"SPE00120296","MADRID GETAFE, SP","1963-04","53.5","63.1","44.0"
"SPE00120296","MADRID GETAFE, SP","1963-05","62.5","74.7","50.3"
"SPE00120296","MADRID GETAFE, SP","1963-06","68.7","80.3","57.2"
"SPE00120296","MADRID GETAFE, SP","1963-07","76.4","89.5","63.2"
"SPE00120296","MADRID GETAFE, SP","1963-08","74.3","87.9","60.7"
"SPE00120296","MADRID GETAFE, SP","1963-09","66.9","78.3","55.5"
"SPE00120296","MADRID GETAFE, SP","1963-10","62.3","76.1","48.6"
"SPE00120296","MADRID GETAFE, SP","1963-11","50.2","56.3","44.1"
"SPE00120296","MADRID GETAFE, SP","1963-12","41.6","48.1","35.2"
"SPE00120296","MADRID GETAFE, SP","1964-01","41.8","52.3","31.4"
"SPE00120296","MADRID GETAFE, SP","1964-02","46.6","55.8","37.4"
"SPE00120296","MADRID GETAFE, SP","1964-03","48.1","56.3","39.9"
"SPE00120296","MADRID GETAFE, SP","1964-04","54.2","64.6","43.7"
"SPE00120296","MADRID GETAFE, SP","1964-05","69.5","82.5","56.5"
"SPE00120296","MADRID GETAFE, SP","1964-06","70.4","82.2","58.5"
"SPE00120296","MADRID GETAFE, SP","1964-07","78.0","91.0","64.9"
"SPE00120296","MADRID GETAFE, SP","1964-08","76.6","90.2","63.0"
"SPE00120296","MADRID GETAFE, SP","1964-09","74.1","86.8","61.3"
"SPE00120296","MADRID GETAFE, SP","1964-10","56.7","68.0","45.4"
"SPE00120296","MADRID GETAFE, SP","1964-11","48.5","60.1","36.9"
"SPE00120296","MADRID GETAFE, SP","1964-12","41.0","48.9","33.1"
"SPE00120296","MADRID GETAFE, SP","1965-01","41.3","49.4","33.2"
"SPE00120296","MADRID GETAFE, SP","1965-02","40.6","49.9","31.4"
"SPE00120296","MADRID GETAFE, SP","1965-03","49.7","59.1","40.2"
"SPE00120296","MADRID GETAFE, SP","1965-04","55.0","66.5","43.6"
"SPE00120296","MADRID GETAFE, SP","1965-05","66.6","79.9","53.2"
"SPE00120296","MADRID GETAFE, SP","1965-06","74.3","88.6","60.0"
"SPE00120296","MADRID GETAFE, SP","1965-07","74.8","88.7","61.0"
"SPE00120296","MADRID GETAFE, SP","1965-08","76.9","90.6","63.2"
"SPE00120296","MADRID GETAFE, SP","1965-09","64.2","75.8","52.6"
"SPE00120296","MADRID GETAFE, SP","1965-10","59.4","67.1","51.6"
"SPE00120296","MADRID GETAFE, SP","1965-11","47.6","54.0","41.2"
"SPE00120296","MADRID GETAFE, SP","1965-12","44.1","51.2","37.0"
"SPE00120296","MADRID GETAFE, SP","1966-01","47.5","52.6","42.3"
"SPE00120296","MADRID GETAFE, SP","1966-02","47.5","54.9","40.0"
"SPE00120296","MADRID GETAFE, SP","1966-03","48.6","61.6","35.7"
"SPE00120296","MADRID GETAFE, SP","1966-04","53.6","63.4","43.8"
"SPE00120296","MADRID GETAFE, SP","1966-05","63.6","76.1","51.2"
"SPE00120296","MADRID GETAFE, SP","1966-06","68.9","81.4","56.4"
"SPE00120296","MADRID GETAFE, SP","1966-07","76.3","90.8","61.8"
"SPE00120296","MADRID GETAFE, SP","1966-08","76.7","91.0","62.5"
"SPE00120296","MADRID GETAFE, SP","1966-09","72.2","85.6","58.9"
"SPE00120296","MADRID GETAFE, SP","1966-10","55.5","63.8","47.3"
"SPE00120296","MADRID GETAFE, SP","1966-11","44.3","52.7","35.9"
"SPE00120296","MADRID GETAFE, SP","1966-12","41.8","52.0","31.7"
"SPE00120296","MADRID GETAFE, SP","1967-01","41.0","50.4","31.7"
"SPE00120296","MADRID GETAFE, SP","1967-02","44.6","53.8","35.5"
"SPE00120296","MADRID GETAFE, SP","1967-03","52.8","64.9","40.7"
"SPE00120296","MADRID GETAFE, SP","1967-04","52.6","63.4","41.8"
"SPE00120296","MADRID GETAFE, SP","1967-05","57.6","69.1","46.1"
"SPE00120296","MADRID GETAFE, SP","1967-06","67.0","79.4","54.5"
"SPE00120296","MADRID GETAFE, SP","1967-07","79.4","95.0","63.8"
"SPE00120296","MADRID GETAFE, SP","1967-08","75.4","89.9","60.9"
"SPE00120296","MADRID GETAFE, SP","1967-09","67.5","80.4","54.7"
"SPE00120296","MADRID GETAFE, SP","1967-10","62.0","72.4","51.6"
"SPE00120296","MADRID GETAFE, SP","1967-11","49.8","57.0","42.6"
"SPE00120296","MADRID GETAFE, SP","1967-12","39.5","48.1","31.0"
"SPE00120296","MADRID GETAFE, SP","1968-01","42.7","54.5","30.8"
"SPE00120296","MADRID GETAFE, SP","1968-02","44.7","51.7","37.8"
"SPE00120296","MADRID GETAFE, SP","1968-03","47.7","56.5","38.9"
"SPE00120296","MADRID GETAFE, SP","1968-04","53.2","62.6","43.9"
"SPE00120296","MADRID GETAFE, SP","1968-05","59.8","71.3","48.4"
"SPE00120296","MADRID GETAFE, SP","1968-06","72.2","86.1","58.4"
"SPE00120296","MADRID GETAFE, SP","1968-07","77.1","91.3","62.9"
"SPE00120296","MADRID GETAFE, SP","1968-08","75.2","88.1","62.2"
"SPE00120296","MADRID GETAFE, SP","1968-09","67.5","78.6","56.3"
"SPE00120296","MADRID GETAFE, SP","1968-10","64.1","76.9","51.2"
"SPE00120296","MADRID GETAFE, SP","1968-11","48.3","55.5","41.1"
"SPE00120296","MADRID GETAFE, SP","1968-12","43.4","49.7","37.2"
"SPE00120296","MADRID GETAFE, SP","1969-01","43.7","50.9","36.5"
"SPE00120296","MADRID GETAFE, SP","1969-02","40.8","48.9","32.6"
"SPE00120296","MADRID GETAFE, SP","1969-03","47.8","55.8","39.8"
"SPE00120296","MADRID GETAFE, SP","1969-04","53.5","63.4","43.6"
"SPE00120296","MADRID GETAFE, SP","1969-05","58.6","68.4","48.8"
"SPE00120296","MADRID GETAFE, SP","1969-06","66.4","78.2","54.7"
"SPE00120296","MADRID GETAFE, SP","1969-07","78.3","92.3","64.3"
"SPE00120296","MADRID GETAFE, SP","1969-08","75.5","88.1","62.9"
"SPE00120296","MADRID GETAFE, SP","1969-09","62.6","72.7","52.5"
"SPE00120296","MADRID GETAFE, SP","1969-10","59.5","69.0","50.1"
"SPE00120296","MADRID GETAFE, SP","1969-11","45.4","53.8","37.1"
"SPE00120296","MADRID GETAFE, SP","1969-12","41.3","50.5","32.0"
"SPE00120296","MADRID GETAFE, SP","1970-01","44.6","49.8","39.4"
"SPE00120296","MADRID GETAFE, SP","1970-02","44.1","53.7","34.4"
"SPE00120296","MADRID GETAFE, SP","1970-03","45.4","56.9","34.0"
"SPE00120296","MADRID GETAFE, SP","1970-04","54.5","67.0","42.0"
"SPE00120296","MADRID GETAFE, SP","1970-05","61.5","74.2","48.8"
"SPE00120296","MADRID GETAFE, SP","1970-06","69.5","81.2","57.8"
"SPE00120296","MADRID GETAFE, SP","1970-07","77.7","91.7","63.8"
"SPE00120296","MADRID GETAFE, SP","1970-08","74.6","87.6","61.5"
"SPE00120296","MADRID GETAFE, SP","1970-09","72.9","86.4","59.4"
"SPE00120296","MADRID GETAFE, SP","1970-10","57.1","69.4","44.8"
"SPE00120296","MADRID GETAFE, SP","1970-11","52.0","61.2","42.7"
"SPE00120296","MADRID GETAFE, SP","1970-12","36.5","44.7","28.2"
"SPE00120296","MADRID GETAFE, SP","1971-01","39.5","46.8","32.2"
"SPE00120296","MADRID GETAFE, SP","1971-02","45.5","57.1","33.9"
"SPE00120296","MADRID GETAFE, SP","1971-03","43.1","52.6","33.5"
"SPE00120296","MADRID GETAFE, SP","1971-04","52.8","61.7","43.8"
"SPE00120296","MADRID GETAFE, SP","1971-05","55.8","64.2","47.5"
"SPE00120296","MADRID GETAFE, SP","1971-06","64.7","76.2","53.2"
"SPE00120296","MADRID GETAFE, SP","1971-07","75.2","87.9","62.5"
"SPE00120296","MADRID GETAFE, SP","1971-08","73.1","86.4","59.8"
"SPE00120296","MADRID GETAFE, SP","1971-09","70.2","82.9","57.5"
"SPE00120296","MADRID GETAFE, SP","1971-10","62.3","73.4","51.1"
"SPE00120296","MADRID GETAFE, SP","1971-11","45.6","55.3","35.9"
"SPE00120296","MADRID GETAFE, SP","1971-12","44.5","52.1","36.9"
"SPE00120296","MADRID GETAFE, SP","1972-01","39.7","46.7","32.7"
"SPE00120296","MADRID GETAFE, SP","1972-02","44.7","51.9","37.5"
"SPE00120296","MADRID GETAFE, SP","1972-03","48.5","56.7","40.2"
"SPE00120296","MADRID GETAFE, SP","1972-04","53.5","65.0","42.0"
"SPE00120296","MADRID GETAFE, SP","1972-05","59.6","71.4","47.9"
"SPE00120296","MADRID GETAFE, SP","1972-06","69.4","81.3","57.4"
"SPE00120296","MADRID GETAFE, SP","1972-07","75.5","88.5","62.5"
"SPE00120296","MADRID GETAFE, SP","1972-08","73.5","86.6","60.5"
"SPE00120296","MADRID GETAFE, SP","1972-09","62.8","72.2","53.3"
"SPE00120296","MADRID GETAFE, SP","1972-10","54.9","62.1","47.6"
"SPE00120296","MADRID GETAFE, SP","1972-11","49.4","55.5","43.3"
"SPE00120296","MADRID GETAFE, SP","1972-12","42.5","48.6","36.5"
"SPE00120296","MADRID GETAFE, SP","1973-01","41.1","49.9","32.3"
"SPE00120296","MADRID GETAFE, SP","1973-02","43.3","54.3","32.3"
"SPE00120296","MADRID GETAFE, SP","1973-03","47.0","58.6","35.5"
"SPE00120296","MADRID GETAFE, SP","1973-04","53.8","66.4","41.1"
"SPE00120296","MADRID GETAFE, SP","1973-05","61.2","72.5","50.0"
"SPE00120296","MADRID GETAFE, SP","1973-06","68.7","80.8","56.6"
"SPE00120296","MADRID GETAFE, SP","1973-07","75.9","88.8","63.0"
"SPE00120296","MADRID GETAFE, SP","1973-08","78.7","92.5","65.0"
"SPE00120296","MADRID GETAFE, SP","1973-09","68.9","81.8","56.0"
"SPE00120296","MADRID GETAFE, SP","1973-10","56.8","67.3","46.3"
"SPE00120296","MADRID GETAFE, SP","1973-11","49.1","59.8","38.3"
"SPE00120296","MADRID GETAFE, SP","1973-12","40.4","50.4","30.5"
"SPE00120296","MADRID GETAFE, SP","1974-01","44.1","51.6","36.5"
"SPE00120296","MADRID GETAFE, SP","1974-02","42.5","51.7","33.3"
"SPE00120296","MADRID GETAFE, SP","1974-03","47.7","57.1","38.3"
"SPE00120296","MADRID GETAFE, SP","1974-04","51.0","61.2","40.7"
"SPE00120296","MADRID GETAFE, SP","1974-05","61.5","74.6","48.5"
"SPE00120296","MADRID GETAFE, SP","1974-06","68.2","79.6","56.7"
"SPE00120296","MADRID GETAFE, SP","1974-07","76.0","89.3","62.6"
"SPE00120296","MADRID GETAFE, SP","1974-08","75.6","89.5","61.8"
"SPE00120296","MADRID GETAFE, SP","1974-09","67.8","80.8","54.8"
"SPE00120296","MADRID GETAFE, SP","1974-10","53.6","65.1","42.2"
"SPE00120296","MADRID GETAFE, SP","1974-11","48.8","59.4","38.2"
"SPE00120296","MADRID GETAFE, SP","1974-12","42.9","53.6","32.3"
"SPE00120296","MADRID GETAFE, SP","1975-01","44.0","53.2","34.7"
"SPE00120296","MADRID GETAFE, SP","1975-02","45.8","54.8","36.7"
"SPE00120296","MADRID GETAFE, SP","1975-03","45.6","54.3","36.8"
"SPE00120296","MADRID GETAFE, SP","1975-04","53.1","63.5","42.8"
"SPE00120296","MADRID GETAFE, SP","1975-05","57.3","67.4","47.1"
"SPE00120296","MADRID GETAFE, SP","1975-06","68.5","80.6","56.5"
"SPE00120296","MADRID GETAFE, SP","1975-07","78.1","93.2","63.1"
"SPE00120296","MADRID GETAFE, SP","1975-08","75.8","89.2","62.3"
"SPE00120296","MADRID GETAFE, SP","1975-09","64.7","76.1","53.3"
"SPE00120296","MADRID GETAFE, SP","1975-10","60.5","71.7","49.2"
"SPE00120296","MADRID GETAFE, SP","1975-11","48.1","57.5","38.8"
"SPE00120296","MADRID GETAFE, SP","1975-12","41.2","48.4","34.1"
"SPE00120296","MADRID GETAFE, SP","1976-01","42.3","55.5","29.1"
"SPE00120296","MADRID GETAFE, SP","1976-02","45.6","54.3","36.9"
"SPE00120296","MADRID GETAFE, SP","1976-03","50.0","61.6","38.4"
"SPE00120296","MADRID GETAFE, SP","1976-04","51.3","60.7","41.9"
"SPE00120296","MADRID GETAFE, SP","1976-05","64.6","76.7","52.4"
"SPE00120296","MADRID GETAFE, SP","1976-06","73.0","86.2","59.8"
"SPE00120296","MADRID GETAFE, SP","1976-07","76.2","89.1","63.2"
"SPE00120296","MADRID GETAFE, SP","1976-08","74.5","87.1","61.8"
"SPE00120296","MADRID GETAFE, SP","1976-09","65.0","76.2","53.7"
"SPE00120296","MADRID GETAFE, SP","1976-10","54.4","63.0","45.7"
"SPE00120296","MADRID GETAFE, SP","1976-11","45.0","54.6","35.4"
"SPE00120296","MADRID GETAFE, SP","1976-12","45.6","51.8","39.5"
"SPE00120296","MADRID GETAFE, SP","1977-01","43.2","48.7","37.6"
"SPE00120296","MADRID GETAFE, SP","1977-02","47.0","53.0","41.1"
"SPE00120296","MADRID GETAFE, SP","1977-03","51.0","61.8","40.2"
"SPE00120296","MADRID GETAFE, SP","1977-04","55.9","67.8","44.0"
"SPE00120296","MADRID GETAFE, SP","1977-05","57.9","68.8","47.0"
"SPE00120296","MADRID GETAFE, SP","1977-06","64.9","76.6","53.3"
"SPE00120296","MADRID GETAFE, SP","1977-07","70.5","83.2","57.9"
"SPE00120296","MADRID GETAFE, SP","1977-08","71.2","84.1","58.3"
"SPE00120296","MADRID GETAFE, SP","1977-09","71.0","84.1","57.9"
"SPE00120296","MADRID GETAFE, SP","1977-10","60.0","69.4","50.6"
"SPE00120296","MADRID GETAFE, SP","1977-11","48.7","57.8","39.6"
"SPE00120296","MADRID GETAFE, SP","1977-12","48.0","53.8","42.2"
"SPE00120296","MADRID GETAFE, SP","1978-01","42.0","48.8","35.3"
"SPE00120296","MADRID GETAFE, SP","1978-02","47.0","55.3","38.8"
"SPE00120296","MADRID GETAFE, SP","1978-03","50.3","60.9","39.7"
"SPE00120296","MADRID GETAFE, SP","1978-04","52.3","61.7","42.8"
"SPE00120296","MADRID GETAFE, SP","1978-05","57.6","67.5","47.7"
"SPE00120296","MADRID GETAFE, SP","1978-06","64.9","75.9","54.0"
"SPE00120296","MADRID GETAFE, SP","1978-07","76.3","91.1","61.5"
"SPE00120296","MADRID GETAFE, SP","1978-08","77.4","91.9","63.0"
"SPE00120296","MADRID GETAFE, SP","1978-09","73.0","87.5","58.5"
"SPE00120296","MADRID GETAFE, SP","1978-10","59.6","71.7","47.4"
"SPE00120296","MADRID GETAFE, SP","1978-11","49.0","58.4","39.6"
"SPE00120296","MADRID GETAFE, SP","1978-12","46.5","51.8","41.2"
"SPE00120296","MADRID GETAFE, SP","1979-01","45.5","51.2","39.9"
"SPE00120296","MADRID GETAFE, SP","1979-02","45.6","52.8","38.4"
"SPE00120296","MADRID GETAFE, SP","1979-03","48.0","56.7","39.3"
"SPE00120296","MADRID GETAFE, SP","1979-04","51.3","61.4","41.3"
"SPE00120296","MADRID GETAFE, SP","1979-05","61.8","73.9","49.8"
"SPE00120296","MADRID GETAFE, SP","1979-06","72.7","85.6","59.7"
"SPE00120296","MADRID GETAFE, SP","1979-07","77.5","90.3","64.6"
"SPE00120296","MADRID GETAFE, SP","1979-08","76.6","90.2","63.0"
"SPE00120296","MADRID GETAFE, SP","1979-09","69.5","81.2","57.8"
"SPE00120296","MADRID GETAFE, SP","1979-10","57.1","64.5","49.8"
"SPE00120296","MADRID GETAFE, SP","1979-11","48.9","60.4","37.5"
"SPE00120296","MADRID GETAFE, SP","1979-12","45.2","54.5","35.8"
"SPE00120296","MADRID GETAFE, SP","1980-01","42.5","50.3","34.8"
"SPE00120296","MADRID GETAFE, SP","1980-02","46.3","55.6","37.0"
"SPE00120296","MADRID GETAFE, SP","1980-03","49.6","58.9","40.2"
"SPE00120296","MADRID GETAFE, SP","1980-04","53.3","65.1","41.6"
"SPE00120296","MADRID GETAFE, SP","1980-05","57.8","68.1","47.5"
"SPE00120296","MADRID GETAFE, SP","1980-06","69.7","82.6","56.7"
"SPE00120296","MADRID GETAFE, SP","1980-07","74.9","89.3","60.4"
"SPE00120296","MADRID GETAFE, SP","1980-08","79.2","93.1","65.4"
"SPE00120296","MADRID GETAFE, SP","1980-09","73.9","87.1","60.7"
"SPE00120296","MADRID GETAFE, SP","1980-10","59.4","70.3","48.5"
